,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets
March 2009,8071250.0,-17432000.0,
June 2009,8071250.0,-17432000.0,
September 2009,8071250.0,-17432000.0,
December 2009,8071250.0,-17432000.0,
March 2010,5820000.0,3285000.0,
June 2010,9345000.0,-12021000.0,
September 2010,6684000.0,-1838000.0,
December 2010,8562000.0,-93515000.0,632940000.0
March 2011,6207000.0,-3130000.0,
June 2011,6822000.0,-4986000.0,696366000.0
September 2011,5198000.0,-1834000.0,709784000.0
December 2011,6614000.0,-27011000.0,692104000.0
