,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
December 2003,-3765942.8571428573,,,
March 2004,-3765942.8571428573,,,
June 2004,-3765942.8571428573,,,
September 2004,-3765942.8571428573,,,
December 2004,-3765942.8571428573,,,
March 2005,-3765942.8571428573,,,
June 2005,-3765942.8571428573,,,
September 2005,-3765942.8571428573,,,
December 2005,-3765942.8571428573,,,
March 2006,-3765942.8571428573,,,
June 2006,-3765942.8571428573,,,
September 2006,-3765942.8571428573,,,
December 2006,-3765942.8571428573,,,
March 2007,-3765942.8571428573,,,
June 2007,-3765942.8571428573,,,
September 2007,-3765942.8571428573,,,
December 2007,-3765942.8571428573,,,
March 2008,-3765942.8571428573,,,
June 2008,-3765942.8571428573,,,
September 2008,-3765942.8571428573,,,
December 2008,-3765942.8571428573,,,
March 2009,-3765942.8571428573,,,
June 2009,-3765942.8571428573,,,
September 2009,-3765942.8571428573,,,
December 2009,-3765942.8571428573,,,
March 2010,-3765942.8571428573,,,
June 2010,-3765942.8571428573,,,
September 2010,-3765942.8571428573,,,
December 2010,-3765942.8571428573,,,
March 2011,-3765942.8571428573,,,
June 2011,-3765942.8571428573,109974000.0,36344000.0,73630000.0
September 2011,-3765942.8571428573,105697000.0,32222000.0,
December 2011,-3765942.8571428573,101976000.0,28537000.0,
March 2012,-3765942.8571428573,96007000.0,23082000.0,
June 2012,-3765942.8571428573,92847000.0,20389000.0,72458000.0
September 2012,-4485000.0,96657000.0,25301000.0,71356000.0
December 2012,-4403000.0,97046000.0,25877000.0,71169000.0
March 2013,-5380000.0,91631000.0,21014000.0,70617000.0
June 2013,-5665000.0,88364000.0,18508000.0,69856000.0
September 2013,-4162000.0,88726000.0,17558000.0,71168000.0
December 2013,-1435000.0,88837000.0,17708000.0,71129000.0
March 2014,-4150000.0,95431000.0,25250000.0,70181000.0
June 2014,-4496000.0,91706000.0,21821000.0,69885000.0
September 2014,-4516000.0,85676000.0,16402000.0,69274000.0
December 2014,-25593000.0,66510000.0,18082000.0,48428000.0
March 2015,-3933000.0,63201000.0,15097000.0,48104000.0
June 2015,-3840000.0,73751000.0,25633000.0,48118000.0
September 2015,-4582000.0,72134000.0,25406000.0,46728000.0
December 2015,-3926000.0,69143000.0,23186000.0,45957000.0
March 2016,-2975000.0,65713000.0,19981000.0,45732000.0
June 2016,-11589000.0,55181000.0,17387000.0,37794000.0
September 2016,-2947000.0,52072000.0,24251000.0,
December 2016,-569000.0,55181000.0,17387000.0,
March 2017,-2712000.0,35219000.0,7671000.0,
June 2017,-20008000.0,15326000.0,5736000.0,
September 2017,-1531000.0,15634000.0,5725000.0,
December 2017,-19000.0,21174000.0,11467000.0,
March 2018,-1519000.0,19897000.0,10025000.0,
June 2018,-6535000.0,14314000.0,8077000.0,
September 2018,-1234000.0,12570000.0,6243000.0,
December 2018,-1592000.0,10481000.0,4255000.0,
March 2019,-1510000.0,9010000.0,2788000.0,
June 2019,-6380000.0,2656000.0,1838000.0,
September 2019,-931000.0,2063000.0,1257000.0,
December 2019,-21347000.0,2402000.0,1610000.0,
