,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2009,-2675000.0,,,
June 2009,-2675000.0,,,
September 2009,-2675000.0,,,
December 2009,-2675000.0,1552300000.0,197700000.0,1354600000.0
March 2010,32300000.0,,,
June 2010,25800000.0,,,
September 2010,0.0,,,
December 2010,4300000.0,1813200000.0,232000000.0,1581200000.0
March 2011,-5900000.0,1811300000.0,199900000.0,
June 2011,47700000.0,1795000000.0,188300000.0,1606700000.0
September 2011,68500000.0,1839400000.0,198200000.0,1641200000.0
December 2011,-1500000.0,2912000000.0,373000000.0,2539000000.0
March 2012,23300000.0,2288900000.0,291400000.0,1997500000.0
June 2012,85000000.0,2333500000.0,254700000.0,2078800000.0
September 2012,8000000.0,2517400000.0,270600000.0,2246800000.0
December 2012,71000000.0,3603000000.0,368000000.0,3235000000.0
March 2013,57000000.0,3846000000.0,473000000.0,3373000000.0
June 2013,107000000.0,3939000000.0,420000000.0,3519000000.0
September 2013,-1000000.0,4331000000.0,420000000.0,3911000000.0
December 2013,28000000.0,4567000000.0,503000000.0,4023000000.0
March 2014,79000000.0,5437000000.0,504000000.0,4933000000.0
June 2014,29000000.0,5468000000.0,486000000.0,4982000000.0
September 2014,116000000.0,5617000000.0,573000000.0,5044000000.0
December 2014,199000000.0,5739000000.0,590000000.0,5149000000.0
March 2015,69000000.0,5644000000.0,470000000.0,5174000000.0
June 2015,-2000000.0,5583000000.0,361000000.0,5222000000.0
September 2015,71000000.0,5569000000.0,368000000.0,5201000000.0
December 2015,90000000.0,5477000000.0,306000000.0,5171000000.0
March 2016,65000000.0,5354000000.0,223000000.0,5131000000.0
June 2016,45000000.0,5302000000.0,319000000.0,4983000000.0
September 2016,89000000.0,5144000000.0,193000000.0,4951000000.0
December 2016,75000000.0,5161000000.0,227000000.0,12617000000.0
March 2017,101000000.0,13579000000.0,980000000.0,12599000000.0
June 2017,88000000.0,13570000000.0,1065000000.0,12505000000.0
September 2017,-20000000.0,13771000000.0,1311000000.0,12460000000.0
December 2017,60000000.0,13878000000.0,1322000000.0,12556000000.0
March 2018,62000000.0,13678000000.0,1020000000.0,12658000000.0
June 2018,61000000.0,14041000000.0,1282000000.0,12759000000.0
September 2018,81000000.0,14485000000.0,1526000000.0,12959000000.0
December 2018,94000000.0,14266000000.0,1271000000.0,12995000000.0
March 2019,75000000.0,14187000000.0,1082000000.0,13105000000.0
June 2019,119000000.0,14033000000.0,823000000.0,13210000000.0
September 2019,-178000000.0,14034000000.0,1059000000.0,12975000000.0
December 2019,1000000.0,14127000000.0,1080000000.0,13047000000.0
March 2020,-550000000.0,13188000000.0,958000000.0,12230000000.0
June 2020,47000000.0,12946000000.0,802000000.0,12144000000.0
September 2020,111000000.0,12914000000.0,866000000.0,12048000000.0
December 2020,86000000.0,12957000000.0,1008000000.0,11949000000.0
March 2021,53000000.0,13111000000.0,1231000000.0,11880000000.0
June 2021,-31000000.0,13300000000.0,1522000000.0,11778000000.0
September 2021,54000000.0,13696000000.0,2001000000.0,11695000000.0
December 2021,315000000.0,13380000000.0,1749000000.0,11631000000.0
March 2022,80000000.0,13751000000.0,2180000000.0,11571000000.0
June 2022,383000000.0,14064000000.0,2580000000.0,11484000000.0
