,OperatingExpenses,NetIncomeLoss,Assets
September 2017,1000.0,-66000.0,5132000.0
December 2017,2000.0,51000.0,5183000.0
March 2018,6000.0,153000.0,14548000.0
June 2018,36000.0,-9455000.0,250956000.0
September 2018,134000.0,-13916000.0,279631000.0
December 2018,131000.0,22246000.0,314514000.0
March 2019,189000.0,3556000.0,461776000.0
June 2019,213000.0,44072000.0,545586000.0
September 2019,256000.0,28870000.0,611878000.0
December 2019,256000.0,14862000.0,593012000.0
March 2020,288000.0,33220000.0,772750000.0
June 2020,393000.0,81660000.0,1041457000.0
September 2020,548000.0,64936000.0,1292065000.0
December 2020,527000.0,-659000.0,1112010000.0
March 2021,468000.0,-122319000.0,1005708000.0
June 2021,469000.0,46033000.0,1009604000.0
September 2021,461000.0,-13265000.0,1041629000.0
December 2021,407000.0,41097000.0,912141000.0
March 2022,414000.0,61160000.0,1047065000.0
June 2022,445000.0,-69372000.0,996271000.0
