,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent
March 2010,66026.5,-72346.0,,
June 2010,66026.5,-72346.0,,
September 2010,61838.0,-70646.0,,
December 2010,41242.0,-51287.0,6578.0,6578.0
March 2011,4708.0,-14858.0,,
June 2011,1964.0,-12115.0,,
September 2011,2255.0,-12404.0,51.0,51.0
December 2011,51724.0,-51725.0,209948.0,209948.0
March 2012,5495.0,-5495.0,114453.0,114453.0
June 2012,9920.0,-9920.0,,
September 2012,5433.0,-5433.0,2656.0,2656.0
December 2012,3740.0,-3740.0,70.0,70.0
March 2013,23.0,-23.0,0.0,
June 2013,-5.0,5.0,0.0,
September 2013,0.0,0.0,0.0,
December 2013,0.0,0.0,0.0,
March 2014,12500.0,-12000.0,0.0,
June 2014,18000.0,-18463.0,104434.0,104434.0
September 2014,33000.0,-33115.0,77045.0,77045.0
December 2014,38580.0,-38422.0,30000.0,30518.0
March 2015,43000.0,-43000.0,23000.0,18000.0
June 2015,20000.0,-20000.0,8000.0,3000.0
September 2015,5000.0,-5000.0,5000.0,
December 2015,1831000.0,-1831000.0,5000.0,
March 2016,3000.0,-3000.0,5000.0,
June 2016,3000.0,-3000.0,5000.0,
September 2016,3000.0,-3000.0,5000.0,
December 2016,1097876.0,-240914.0,5000.0,
March 2017,3000.0,-3000.0,5000.0,
June 2017,10000.0,183498.0,11000.0,6000.0
September 2017,52000.0,-52000.0,11000.0,6000.0
December 2017,714833.0,73352.0,5000.0,
March 2018,950895.0,142836.0,1529319.0,1434552.0
June 2018,792494.0,279959.0,1761031.0,1670235.0
September 2018,776228.0,418778.0,2130568.0,2037883.0
December 2018,990783.0,65472.0,2152462.0,2064163.0
March 2019,950895.0,243948.0,2338818.0,2252106.0
June 2019,892110.0,65762.0,2418783.0,2333933.0
September 2019,-404630.0,-1129127.0,1473826.0,1394886.0
December 2019,579060.0,49474.0,2023111.0,1512548.0
March 2020,462492.0,94148.0,2032695.0,1549146.0
June 2020,515323.0,105366.0,2327295.0,1874862.0
September 2020,893517.0,-107815.0,2316429.0,1885887.0
December 2020,505358.0,4739.0,,
March 2021,579937.0,36123.0,2272316.0,1896211.0
June 2021,496797.0,374883.0,,
September 2021,762509.0,351523.0,2766706.0,2445114.0
December 2021,471246.0,46435.0,,
March 2022,620745.0,69245.0,2675110.0,2416189.0
June 2022,615599.0,333887.0,3270055.0,3037119.0
