,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2009,,612884.75,3910093.75,,
June 2009,,612884.75,3910093.75,,
September 2009,,612884.75,3910093.75,,
December 2009,,612884.75,3910093.75,,
March 2010,549578.5,570617.0,6076062.0,,
June 2010,549578.5,564278.0,2070886.0,,
September 2010,549578.5,513280.0,1303925.0,,
December 2010,549578.5,550139.0,1579936.0,172675061.0,30920597.0
March 2011,691092.25,705190.0,4277512.0,,
June 2011,691092.25,645507.0,10216858.0,167025257.0,29200281.0
September 2011,691092.25,722292.0,9133070.0,176569585.0,40096550.0
December 2011,691092.25,691380.0,12726328.0,157510107.0,23319876.0
March 2012,689724.5,772408.0,1645659.0,154293842.0,22606784.0
June 2012,689724.5,656045.0,1221495.0,152212374.0,22923994.0
September 2012,689724.5,646389.0,-2467293.0,144797414.0,17665670.0
December 2012,689724.5,,94904.0,141847168.0,17402396.0
March 2013,845116.5,717414.0,2478297.0,144167443.0,22195876.0
June 2013,845116.5,669127.0,8038058.0,164471217.0,42690536.0
September 2013,845116.5,674895.0,5062318.0,151844183.0,31975247.0
December 2013,845116.5,,12655235.0,174078126.0,56456056.0
March 2014,1179048.75,1002759.0,14695363.0,186395900.0,70822389.0
June 2014,1179048.75,991541.0,22145502.0,178590455.0,65221076.0
September 2014,1179048.75,1194202.0,19247197.0,183913645.0,72353275.0
December 2014,1179048.75,,12527889.0,188507073.0,78792392.0
March 2015,904705.25,944273.0,2592157.0,176384051.0,66643056.0
June 2015,904705.25,925185.0,8345301.0,185254615.0,75956222.0
September 2015,904705.25,787789.0,8612666.0,190066173.0,80155970.0
December 2015,904705.25,,4961158.0,186992229.0,76603773.0
March 2016,934199.5,834455.0,2473366.0,188703671.0,77840861.0
June 2016,934199.5,736312.0,8741240.0,195593078.0,83905464.0
September 2016,934199.5,1126987.0,8671000.0,202145147.0,88300227.0
December 2016,934199.5,,14598493.0,198784899.0,76835075.0
March 2017,881434.0,1294320.0,4154000.0,192826843.0,71206954.0
June 2017,881434.0,732835.0,6227065.0,240019962.0,90607932.0
September 2017,881434.0,806772.0,6797000.0,227533655.0,89142411.0
December 2017,881434.0,,-346000.0,225298068.0,80646235.0
March 2018,914539.0,745073.0,5072754.0,225478788.0,83698569.0
June 2018,914539.0,1102757.0,10700036.0,223402001.0,83280338.0
September 2018,914539.0,895382.0,6404067.0,229338446.0,89707169.0
December 2018,914539.0,,-2411000.0,225593652.0,85563079.0
March 2019,971383.0,1165504.0,4719055.0,233803280.0,90463977.0
June 2019,971383.0,978893.0,4259845.0,229803884.0,88812520.0
September 2019,971383.0,726263.0,3990592.0,231232064.0,92654384.0
December 2019,971383.0,,6507000.0,222959992.0,87173152.0
March 2020,929777.5,1005013.0,-5248565.0,215435558.0,83362465.0
June 2020,929777.5,831256.0,3961822.0,184586725.0,54873085.0
September 2020,929777.5,977740.0,7256014.0,184691728.0,49855132.0
December 2020,929777.5,,105729.0,175539220.0,39328153.0
March 2021,1396971.25,1232376.0,5865295.0,181550229.0,49032780.0
June 2021,1396971.25,1131308.0,12909351.0,198335042.0,69697709.0
September 2021,1396971.25,1359161.0,13745593.0,198160073.0,72671786.0
December 2021,1396971.25,,55153190.0,195963473.0,73489699.0
March 2022,,1497817.0,55032.0,197165440.0,73022682.0
