,OperatingExpenses,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
September 2000,,,,-4050.0,,,
December 2000,,,,-4050.0,,,
March 2001,4378.368421052632,,,-4050.0,,,
June 2001,4378.368421052632,,,-4050.0,,,
September 2001,4378.368421052632,,,-31250.0,,,
December 2001,4378.368421052632,,,-31250.0,,,
March 2002,4378.368421052632,,,-31250.0,,,
June 2002,4378.368421052632,,,-31250.0,,,
September 2002,4378.368421052632,,,0.0,,,
December 2002,4378.368421052632,,,0.0,,,
March 2003,4378.368421052632,,,0.0,,,
June 2003,4378.368421052632,,,0.0,,,
September 2003,4378.368421052632,,,0.0,,,
December 2003,4378.368421052632,,,0.0,,,
March 2004,4378.368421052632,,,0.0,,,
June 2004,4378.368421052632,,,0.0,,,
September 2004,4378.368421052632,,,0.0,,,
December 2004,4378.368421052632,,,0.0,,,
March 2005,4378.368421052632,,,0.0,,,
June 2005,4378.368421052632,,,0.0,,,
September 2005,4378.368421052632,,,0.0,,,
December 2005,4378.368421052632,,,0.0,,,
March 2006,4378.368421052632,,,0.0,,,
June 2006,4378.368421052632,,,0.0,,,
September 2006,4378.368421052632,,,0.0,,,
December 2006,4378.368421052632,,,0.0,,,
March 2007,4378.368421052632,,,0.0,,,
June 2007,4378.368421052632,,,0.0,,,
September 2007,4378.368421052632,,,0.0,,,
December 2007,4378.368421052632,,,0.0,,,
March 2008,4378.368421052632,,,0.0,,,
June 2008,4378.368421052632,,,0.0,,,
September 2008,4378.368421052632,,,0.0,,,
December 2008,4378.368421052632,,,0.0,,,
March 2009,4378.368421052632,,,0.0,,,
June 2009,4378.368421052632,,,0.0,,,
September 2009,4378.368421052632,,,-9605.25,,,
December 2009,4378.368421052632,,,-9605.25,,,
March 2010,4378.368421052632,,,-9605.25,,,
June 2010,4378.368421052632,,,-9605.25,,,
September 2010,6485.0,,,-6688.0,,,
December 2010,11910.0,,,-12223.0,,,
March 2011,9790.0,,,-10292.0,,,
June 2011,11046.0,,,-11644.0,,,
September 2011,3168.0,,,-3815.0,16993.0,37.0,
December 2011,4192.0,,,-5042.0,15950.0,42.0,
March 2012,4878.0,,,-5336.0,14925.0,65.0,
June 2012,979.0,,,-1716.0,,,
September 2012,4820.0,,,-5709.0,12802.0,38.0,
December 2012,5320.0,,,-6300.0,11717.0,1.0,
March 2013,5970.0,,,-6953.0,10671.0,3.0,
June 2013,5970.0,,,-75208.0,9620.0,0.0,
September 2013,8969.0,,,-14393.0,8572.0,0.0,
December 2013,5973.0,,,-13832.0,7527.0,2.0,
March 2014,5923.0,,,-11237.0,6476.0,0.0,
June 2014,6410.0,,,-11775.0,5428.0,0.0,
September 2014,2256.0,,,-6757.0,4380.0,0.0,
December 2014,10996.0,,,-18748.0,5332.0,1500.0,
March 2015,5817.0,,,-11909.0,3284.0,0.0,
June 2015,5585.0,,,-12255.0,2736.0,0.0,
September 2015,16433.0,,,-18686.0,2190.0,0.0,
December 2015,7482.0,,,-7486.0,1644.0,0.0,
March 2016,283184.0,,,-464483.0,1198.0,100.0,
June 2016,152626.0,,,-443106.0,172389.0,90137.0,
September 2016,84126.0,,,-200563.0,16640.0,16640.0,
December 2016,221477.0,,,-755150.0,16176.0,16176.0,
March 2017,115556.0,,,-465671.0,21680.0,21680.0,
June 2017,104279.0,,,-321874.0,16469.0,16469.0,
September 2017,85243.0,,,-110700.0,16324.0,16324.0,
December 2017,66479.0,,,-951494.0,107027.0,107027.0,
March 2018,239511.0,0.0,,-1655302.0,268100.0,268100.0,
June 2018,3135000.0,0.0,,-745000.0,4210563.0,4210563.0,
September 2018,2933000.0,0.0,,-1437000.0,209076.0,209076.0,
December 2018,388905.0,,,-166059.0,33004.0,33004.0,
March 2019,4604000.0,0.0,,-2780082.0,2349018.0,149018.0,
June 2019,12926000.0,0.0,,-161506000.0,16478000.0,14436000.0,
September 2019,10511000.0,,,-6025000.0,17195000.0,13559000.0,
December 2019,14145000.0,,,-14150918.0,53532000.0,17579000.0,
March 2020,12689000.0,25000.0,8621750.0,-9454000.0,50951000.0,15814000.0,
June 2020,16624000.0,25000.0,8621750.0,-18404000.0,50728000.0,16427000.0,
September 2020,7735000.0,25000.0,8621750.0,-1693000.0,49846000.0,14837000.0,
December 2020,6373000.0,25000.0,8621750.0,-29784000.0,51253000.0,17563000.0,
March 2021,9414000.0,125000.0,6889000.0,-12850000.0,52367000.0,19876000.0,
June 2021,7097000.0,125000.0,6766000.0,24776000.0,49180000.0,17859000.0,31321000.0
September 2021,8405000.0,125000.0,7426000.0,-3456000.0,78867000.0,47935000.0,
December 2021,7731000.0,125000.0,7426000.0,-5083000.0,74660000.0,43919000.0,
March 2022,8668000.0,,7577000.0,-4040000.0,74746000.0,44292000.0,
June 2022,8988000.0,,8187000.0,-4367000.0,70000000.0,39951000.0,
