,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2007,721150000.0,168400000.0,,,
June 2007,721150000.0,168400000.0,,,
September 2007,721150000.0,168400000.0,,,
December 2007,721150000.0,168400000.0,,,
March 2008,682300000.0,155200000.0,,,
June 2008,695600000.0,162800000.0,,,
September 2008,632000000.0,131800000.0,,,
December 2008,549900000.0,31900000.0,9756900000.0,2374000000.0,7382900000.0
March 2009,486800000.0,30700000.0,,,
June 2009,514700000.0,75700000.0,10577600000.0,3056000000.0,7521600000.0
September 2009,554200000.0,105200000.0,10949600000.0,3311800000.0,7637800000.0
December 2009,587300000.0,110900000.0,10909600000.0,3121000000.0,7788600000.0
March 2010,582200000.0,95000000.0,16791500000.0,3645300000.0,13146200000.0
June 2010,715600000.0,40800000.0,18903900000.0,3658000000.0,15245900000.0
September 2010,770200000.0,154700000.0,19941700000.0,4461200000.0,15480500000.0
December 2010,829800000.0,175200000.0,20444100000.0,4274500000.0,16169600000.0
March 2011,801600000.0,177500000.0,21138600000.0,4528800000.0,16609800000.0
June 2011,837000000.0,183000000.0,20915600000.0,4458700000.0,16456900000.0
September 2011,770000000.0,166900000.0,19737800000.0,3982400000.0,15755400000.0
December 2011,785500000.0,202300000.0,19347000000.0,3834100000.0,15512900000.0
March 2012,803900000.0,193900000.0,19329400000.0,4014400000.0,15315000000.0
June 2012,782000000.0,153900000.0,18612900000.0,3673000000.0,14939900000.0
September 2012,803000000.0,170600000.0,17861000000.0,4160700000.0,13700300000.0
December 2012,818900000.0,158700000.0,17492400000.0,3907600000.0,13584800000.0
March 2013,868400000.0,222200000.0,18534500000.0,4903500000.0,13631000000.0
June 2013,861600000.0,202600000.0,18138600000.0,5018700000.0,13119900000.0
September 2013,885800000.0,228100000.0,18763500000.0,,
December 2013,908600000.0,287400000.0,19270500000.0,,
March 2014,1025200000.0,187800000.0,20346300000.0,,
June 2014,935100000.0,274500000.0,19899500000.0,,
September 2014,981400000.0,256000000.0,20081000000.0,,
December 2014,928500000.0,269800000.0,20450000000.0,,
March 2015,953500000.0,259600000.0,21961200000.0,,
June 2015,954100000.0,257300000.0,22898300000.0,,
September 2015,920800000.0,249300000.0,24962200000.0,,
December 2015,936100000.0,201900000.0,25073200000.0,,
March 2016,874300000.0,161000000.0,22658200000.0,,
June 2016,887900000.0,225500000.0,23502800000.0,,
September 2016,895300000.0,241200000.0,24137700000.0,,
December 2016,900500000.0,226500000.0,25734300000.0,,
March 2017,934000000.0,212000000.0,26598900000.0,,
June 2017,936100000.0,239600000.0,28248500000.0,,
September 2017,982400000.0,267500000.0,30372500000.0,,
December 2017,1030700000.0,408200000.0,31668800000.0,,
March 2018,1034700000.0,253900000.0,31619100000.0,,
June 2018,1029300000.0,245100000.0,32459100000.0,,
September 2018,1019700000.0,269600000.0,32503800000.0,,
December 2018,1025500000.0,114200000.0,30978400000.0,,
March 2019,1014400000.0,177700000.0,32206600000.0,,
June 2019,1421100000.0,40100000.0,38501400000.0,,
September 2019,1445500000.0,167100000.0,37891400000.0,,
December 2019,1428200000.0,179800000.0,39420300000.0,,
March 2020,1281900000.0,81500000.0,37010700000.0,,
June 2020,1301900000.0,40500000.0,35579100000.0,,
September 2020,1229100000.0,191700000.0,36037500000.0,,
December 2020,1412300000.0,211100000.0,36504100000.0,,
March 2021,1315400000.0,267800000.0,34881500000.0,,
June 2021,1250500000.0,368300000.0,33248400000.0,,
September 2021,1286200000.0,330100000.0,32813900000.0,,
December 2021,1254200000.0,426800000.0,32685600000.0,,
March 2022,1251700000.0,197700000.0,31853800000.0,,
June 2022,1185700000.0,121000000.0,30186700000.0,,
