,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2008,17425000.0,1281800000.0,184700000.0,,,
June 2008,17425000.0,1368800000.0,235600000.0,,,
September 2008,17425000.0,1372600000.0,222600000.0,,,
December 2008,17425000.0,1378500000.0,232400000.0,6074000000.0,3556900000.0,1790900000.0
March 2009,16350000.0,1207300000.0,117300000.0,,,
June 2009,16350000.0,1353100000.0,82900000.0,6317300000.0,3843800000.0,
September 2009,16350000.0,1338000000.0,156200000.0,6735500000.0,4196800000.0,
December 2009,16350000.0,1577900000.0,269400000.0,6832700000.0,4189300000.0,1955800000.0
March 2010,18150000.0,1349200000.0,42500000.0,6818500000.0,3867000000.0,
June 2010,18150000.0,1400000000.0,167600000.0,6725200000.0,3725600000.0,
September 2010,18150000.0,1451800000.0,166700000.0,7807200000.0,3993100000.0,
December 2010,18150000.0,1547400000.0,229500000.0,7873700000.0,4184300000.0,3055500000.0
March 2011,18925000.0,1432800000.0,143600000.0,7887100000.0,4165000000.0,
June 2011,18925000.0,1521800000.0,206200000.0,8116800000.0,4285000000.0,
September 2011,18925000.0,1485500000.0,164200000.0,7879400000.0,4141200000.0,
December 2011,18925000.0,1502400000.0,-400000.0,7735000000.0,4098800000.0,
March 2012,18800000.0,1494100000.0,26500000.0,7783300000.0,4143900000.0,
June 2012,18800000.0,1500600000.0,61600000.0,7702600000.0,4153100000.0,
September 2012,18800000.0,1410400000.0,31600000.0,7652000000.0,4015600000.0,
December 2012,18800000.0,1484200000.0,-162200000.0,7382500000.0,3928900000.0,
March 2013,16800000.0,1370000000.0,-13700000.0,7573700000.0,4232600000.0,
June 2013,16800000.0,1371300000.0,31900000.0,6685300000.0,3462900000.0,
September 2013,16800000.0,1340900000.0,-5500000.0,6528300000.0,3432000000.0,
December 2013,16800000.0,1631000000.0,-69100000.0,6492300000.0,3479100000.0,
March 2014,16175000.0,1279100000.0,-168300000.0,6084900000.0,3061300000.0,
June 2014,16175000.0,1284700000.0,19000000.0,6115200000.0,3040500000.0,
September 2014,16175000.0,1136400000.0,91400000.0,6090400000.0,3089400000.0,
December 2014,16175000.0,506600000.0,-330700000.0,5496800000.0,2964500000.0,
March 2015,15475000.0,973300000.0,-147300000.0,4872300000.0,2592700000.0,
June 2015,15475000.0,1018200000.0,28800000.0,4988600000.0,2862700000.0,
September 2015,15475000.0,991200000.0,-697000000.0,3774700000.0,2385600000.0,
December 2015,15475000.0,560500000.0,-333400000.0,3879500000.0,2341100000.0,
March 2016,13025000.0,779900000.0,-165900000.0,3629100000.0,2209700000.0,
June 2016,13025000.0,774200000.0,33000000.0,3638100000.0,2194200000.0,
September 2016,13025000.0,745900000.0,36000000.0,3905500000.0,2441500000.0,
December 2016,13025000.0,838800000.0,-10700000.0,3418900000.0,1992300000.0,
March 2017,13225000.0,787300000.0,-36500000.0,3426200000.0,1948900000.0,
June 2017,13225000.0,839300000.0,-45500000.0,3467500000.0,2015200000.0,
September 2017,13225000.0,784800000.0,12500000.0,3516600000.0,2092500000.0,
December 2017,13225000.0,827600000.0,91500000.0,3697900000.0,2233300000.0,
March 2018,12000000.0,768900000.0,-20300000.0,3640400000.0,2149500000.0,
June 2018,12000000.0,759200000.0,-36100000.0,3086400000.0,1783400000.0,
September 2018,12000000.0,698900000.0,114500000.0,3074600000.0,1773300000.0,
December 2018,12000000.0,745100000.0,-77600000.0,3010000000.0,1762000000.0,
March 2019,10150000.0,673800000.0,-32700000.0,2997500000.0,1567500000.0,
June 2019,10150000.0,646800000.0,-19500000.0,2971200000.0,1543700000.0,
September 2019,10150000.0,622100000.0,106900000.0,3070200000.0,1650300000.0,
December 2019,10150000.0,684800000.0,-55000000.0,3086300000.0,1660700000.0,
March 2020,9125000.0,638100000.0,-171000000.0,2447600000.0,1196700000.0,
June 2020,9125000.0,406100000.0,-92800000.0,2367200000.0,1144800000.0,
September 2020,9125000.0,534200000.0,-32800000.0,2452300000.0,1273000000.0,
December 2020,9125000.0,574500000.0,-66200000.0,2564300000.0,1315100000.0,
March 2021,9825000.0,536100000.0,-63600000.0,2349700000.0,1182900000.0,
June 2021,9825000.0,551100000.0,-61600000.0,2438400000.0,1227100000.0,
September 2021,9825000.0,465900000.0,-42500000.0,2274300000.0,1094900000.0,
December 2021,9825000.0,448300000.0,-24400000.0,2307800000.0,1083400000.0,
