,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
June 2017,80818000.0,14580000.0,2305500.0,,
September 2017,80818000.0,14580000.0,2305500.0,,
December 2017,80818000.0,14580000.0,2305500.0,,
March 2018,80818000.0,14580000.0,2305500.0,,
June 2018,92745000.0,17896000.0,-23556000.0,,
September 2018,101821000.0,19690000.0,-39938000.0,,
December 2018,92445000.0,17643000.0,-22102000.0,,
March 2019,109861000.0,21530000.0,-30598000.0,1811366000.0,213218000.0
June 2019,126013000.0,25659000.0,-49155000.0,1775583000.0,190255000.0
September 2019,244355000.0,46596000.0,-417334000.0,1932822000.0,355558000.0
December 2019,107038000.0,22517000.0,1763000.0,1988307000.0,411444000.0
March 2020,111405000.0,24509000.0,50909000.0,2042080000.0,469925000.0
June 2020,102860000.0,23505000.0,12865000.0,2046830000.0,441936000.0
September 2020,115044000.0,27512000.0,17479000.0,2056160000.0,461139000.0
December 2020,125684000.0,28730000.0,18416000.0,2166558000.0,574504000.0
March 2021,140317000.0,31668000.0,26954000.0,2256218000.0,680282000.0
June 2021,149695000.0,34725000.0,13294000.0,2214099000.0,638046000.0
September 2021,163436000.0,37908000.0,23641000.0,2242897000.0,652710000.0
December 2021,175091000.0,40876000.0,14587000.0,2397761000.0,812320000.0
March 2022,187040000.0,42833000.0,929000.0,2541310000.0,948422000.0
June 2022,196381000.0,48482000.0,2114000.0,2430649000.0,859802000.0
