,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2010,,-595702.0,,,
June 2010,,-595702.0,,,
September 2010,,-40711.0,,,
December 2010,,-1361449.0,14070198.0,1528331.0,4335905.0
March 2011,1875348.0,-65139.0,,,
June 2011,1875348.0,-71814.0,,,
September 2011,5205634.0,-2278625.0,12614805.0,1645840.0,5244374.0
December 2011,1497944.0,-32581.0,-5206467.0,-1343804.0,
March 2012,1570766.0,-146749.0,-5245646.0,-1054905.0,
June 2012,1321230.0,-32837.0,5224812.0,1171924.0,
September 2012,4526479.0,-2936687.0,5749789.0,958405.0,
December 2012,1506933.0,-68363.0,5584562.0,878938.0,
March 2013,1694455.0,-286741.0,4929458.0,1293168.0,
June 2013,1563372.0,-159675.0,,,
September 2013,1346053.0,26471.0,4471808.0,992083.0,
