,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2007,216000000.0,,,
June 2007,216000000.0,,,
September 2007,216000000.0,,,
December 2007,216000000.0,,,
March 2008,218000000.0,,,
June 2008,1133000000.0,,,
September 2008,117000000.0,,,
December 2008,-6000000.0,22940000000.0,14526000000.0,
March 2009,280000000.0,,,
June 2009,149000000.0,24438000000.0,15881000000.0,
September 2009,120000000.0,21641000000.0,12926000000.0,
December 2009,198000000.0,22958000000.0,13989000000.0,8088000000.0
March 2010,178000000.0,22959000000.0,14268000000.0,
June 2010,153000000.0,23956000000.0,15497000000.0,
September 2010,144000000.0,23358000000.0,14612000000.0,
December 2010,231000000.0,28982000000.0,14519000000.0,14158000000.0
March 2011,246000000.0,29802000000.0,15211000000.0,
June 2011,258000000.0,30496000000.0,15931000000.0,
September 2011,198000000.0,28745000000.0,14500000000.0,
December 2011,,29552000000.0,15505000000.0,13789000000.0
March 2012,,30271000000.0,16207000000.0,
June 2012,,30807000000.0,17056000000.0,
September 2012,,29509000000.0,15702000000.0,
December 2012,,30486000000.0,16382000000.0,13819000000.0
March 2013,,30029000000.0,16257000000.0,
June 2013,,30062000000.0,16393000000.0,
September 2013,,29305000000.0,15574000000.0,
December 2013,,30251000000.0,16330000000.0,13728000000.0
March 2014,,30077000000.0,16173000000.0,
June 2014,,31776000000.0,17711000000.0,
September 2014,,28827000000.0,14755000000.0,
December 2014,,29772000000.0,15823000000.0,13805000000.0
March 2015,,28389000000.0,14999000000.0,
June 2015,,29203000000.0,15655000000.0,
September 2015,,27206000000.0,13920000000.0,
December 2015,,27164000000.0,13972000000.0,13018000000.0
March 2016,,26813000000.0,14041000000.0,
June 2016,,26693000000.0,13801000000.0,
September 2016,,25252000000.0,12471000000.0,
December 2016,,26615000000.0,13146000000.0,550000000.0
March 2017,,26982000000.0,15393000000.0,
June 2017,,27189000000.0,15602000000.0,
September 2017,,25924000000.0,14267000000.0,
December 2017,,26088000000.0,13677000000.0,564000000.0
March 2018,,27847000000.0,15115000000.0,
June 2018,,27217000000.0,14860000000.0,
September 2018,,25602000000.0,13348000000.0,
December 2018,,26422000000.0,14372000000.0,588000000.0
March 2019,383000000.0,29135000000.0,15919000000.0,
June 2019,383000000.0,29807000000.0,16745000000.0,
September 2019,383000000.0,28167000000.0,15317000000.0,
December 2019,383000000.0,29405000000.0,16476000000.0,
March 2020,492250000.0,30282000000.0,17345000000.0,
June 2020,492250000.0,31995000000.0,18990000000.0,
September 2020,492250000.0,31359000000.0,18249000000.0,
December 2020,492250000.0,32114000000.0,18684000000.0,
March 2021,913000000.0,32175000000.0,18905000000.0,
June 2021,379000000.0,34580000000.0,21276000000.0,
September 2021,-18500000.0,31816000000.0,18740000000.0,
December 2021,-18500000.0,31917000000.0,19032000000.0,
March 2022,1023000000.0,33491000000.0,20545000000.0,
June 2022,501000000.0,34720000000.0,22167000000.0,
