,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2010,4574413.0,3275295.0,-6145041.0,,,
June 2010,4464671.0,3439302.0,-2630515.0,,,
September 2010,5171362.0,3951248.0,-4717145.0,,,
December 2010,5426981.0,4048615.0,-5325734.0,2525249.0,2026656.0,119921.0
March 2011,5563919.0,4348636.0,-3764283.0,,,
June 2011,6246006.0,4964022.0,-6944025.0,6888861.0,6207350.0,202089.0
September 2011,6823112.0,5414284.0,-6392952.0,23185060.0,22214237.0,387395.0
December 2011,6385732.0,5136894.0,-6121418.0,32649459.0,31508485.0,358254.0
March 2012,6263473.0,4693007.0,-6186241.0,27037004.0,25772385.0,356379.0
June 2012,5707524.0,4112243.0,-6104385.0,26536241.0,24934544.0,551922.0
September 2012,4959567.0,3539309.0,-6017995.0,25409152.0,23766190.0,635372.0
December 2012,5212153.0,3425607.0,-26568382.0,25358918.0,23648984.0,595313.0
March 2013,4891906.0,3203177.0,-650974.0,47957957.0,46414793.0,503543.0
June 2013,3973296.0,2022576.0,420884.0,51014694.0,49572471.0,420108.0
September 2013,3658767.0,2269228.0,-4071521.0,47431754.0,46097966.0,386673.0
December 2013,3387516.0,1869247.0,-3949747.0,45670572.0,43762119.0,1075567.0
March 2014,5327025.0,2893168.0,-5422693.0,54709591.0,52822524.0,1139681.0
June 2014,6537948.0,3165473.0,-6673000.0,79578028.0,50545758.0,28181275.0
September 2014,6793787.0,4629628.0,-6942346.0,73571918.0,44498861.0,28029296.0
December 2014,6556434.0,4281113.0,-6455000.0,66694532.0,37506271.0,28017764.0
March 2015,6538248.0,4506408.0,-7005068.0,59784185.0,30672899.0,28005615.0
June 2015,5369542.0,3567699.0,-5674745.0,60414478.0,31465416.0,27939654.0
September 2015,4367114.0,2883453.0,-4267000.0,53659104.0,24776552.0,27927864.0
December 2015,5071889.0,3702381.0,-5514000.0,49054534.0,20281316.0,27918346.0
March 2016,5303696.0,3441171.0,-5716467.0,43329287.0,14682197.0,27890340.0
June 2016,4865677.0,3336372.0,-4530983.0,43514680.0,14968585.0,27888465.0
September 2016,5721603.0,4225132.0,-6409687.0,37461039.0,9030649.0,27886590.0
December 2016,5258844.0,3620393.0,-5396589.0,30849691.0,4512578.0,25874277.0
March 2017,4943398.0,3475276.0,-5160136.0,30798908.0,4611198.0,25817448.0
June 2017,4695741.0,3046631.0,-4889869.0,29656166.0,3738985.0,25660619.0
September 2017,4523097.0,3348847.0,-5671329.0,26000964.0,2774312.0,23083790.0
December 2017,4806196.0,3207956.0,-4680842.0,47514433.0,24311701.0,23026961.0
March 2018,4406104.0,2741076.0,-4476995.0,43998052.0,20852854.0,22970132.0
June 2018,8136353.0,4593544.0,-8230556.0,49509907.0,26341819.0,22975303.0
September 2018,4147220.0,2187317.0,-4656386.0,40911954.0,22252394.0,18493037.0
December 2018,4875367.0,2343586.0,5480578.0,46855587.0,28131143.0,18539817.0
March 2019,4985523.0,2767659.0,-2367452.0,45395952.0,24861028.0,20235476.0
June 2019,5694758.0,3558074.0,-5904515.0,43587038.0,23053049.0,20147318.0
September 2019,5512526.0,3674239.0,-5476807.0,40563850.0,20111105.0,20022699.0
December 2019,4872666.0,3065337.0,-3102759.0,38278367.0,16235198.0,21637806.0
March 2020,4890995.0,3052049.0,-5056878.0,38936624.0,18876700.0,19685326.0
June 2020,4891997.0,2990861.0,-5342935.0,46722960.0,26796060.0,19587700.0
September 2020,4284600.0,2491696.0,-8071596.0,37274830.0,19905379.0,17067170.0
December 2020,4918820.0,2810213.0,-3012152.0,37527338.0,18824872.0,
March 2021,5508344.0,2571573.0,-5689003.0,73041035.0,56248390.0,
June 2021,5196402.0,2593412.0,-5448397.0,83010002.0,60310160.0,
September 2021,5186576.0,2468066.0,-5410544.0,79468517.0,56764879.0,
December 2021,5615868.0,2986236.0,-4221306.0,74046799.0,51945624.0,
March 2022,5966977.0,3095420.0,-10474332.0,64341386.0,43866484.0,
June 2022,6103271.0,3226295.0,-6042937.0,65327975.0,44910906.0,
