,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent
March 2009,189076.75,193018.5,,
June 2009,189076.75,193018.5,,
September 2009,189076.75,193018.5,,
December 2009,189076.75,193018.5,,
March 2010,227881.0,58990.0,,
June 2010,171808.0,117393.0,,
September 2010,152857.0,295533.0,,
December 2010,152411.0,343087.0,7461780.0,
March 2011,228799.0,63155.0,,
June 2011,731318.0,-425424.0,6564257.0,
September 2011,161357.0,161641.0,6426826.0,
December 2011,-390056.0,476271.0,6648808.0,
March 2012,194131.0,54319.0,6096391.0,
June 2012,220856.0,56627.0,5891510.0,
September 2012,170067.0,275531.0,5999439.0,
December 2012,175195.0,475718.0,6228650.0,1639059.0
March 2013,233950.0,26843.0,5780672.0,1246766.0
June 2013,173472.0,423996.0,5765077.0,1315423.0
September 2013,179779.0,286549.0,5907671.0,1508101.0
December 2013,187240.0,303717.0,5785402.0,
March 2014,269098.0,-6550.0,5757109.0,
June 2014,215972.0,93337.0,5252763.0,
September 2014,176832.0,262340.0,5364657.0,
December 2014,126233.0,554336.0,5760388.0,
March 2015,239742.0,6621.0,5220205.0,
June 2015,184936.0,127075.0,4722512.0,
September 2015,177027.0,286419.0,4882524.0,
December 2015,155457.0,353962.0,5105229.0,
March 2016,212814.0,29920.0,5038184.0,
June 2016,236109.0,98016.0,4541787.0,
September 2016,165172.0,312912.0,4710083.0,
December 2016,164728.0,310405.0,4864295.0,
March 2017,223484.0,-2320.0,4781288.0,
June 2017,180843.0,128207.0,4431538.0,
September 2017,209104.0,252205.0,4537629.0,
December 2017,171261.0,309407.0,4772200.0,
March 2018,275255.0,-55732.0,4716559.0,
June 2018,182107.0,130649.0,4294192.0,
September 2018,381553.0,38180.0,4315703.0,
December 2018,190293.0,249407.0,4469132.0,
March 2019,218070.0,-2457.0,3963738.0,
June 2019,170971.0,149747.0,4004437.0,
September 2019,163050.0,302686.0,4181072.0,
December 2019,176686.0,336311.0,4422402.0,
March 2020,248817.0,-28926.0,3850190.0,
June 2020,160728.0,225697.0,3981405.0,
September 2020,163117.0,348538.0,4248046.0,
December 2020,171498.0,724705.0,4302380.0,
March 2021,216423.0,132802.0,4096157.0,
June 2021,141582.0,216183.0,3984093.0,
September 2021,128057.0,287815.0,4101266.0,
December 2021,176185.0,938607.0,4736284.0,
March 2022,220844.0,156817.0,3782662.0,
June 2022,157794.0,1260721.0,4796460.0,
