,NetIncomeLoss,Assets
March 2016,-2682.0,4026486.0
June 2016,-29326.0,6473153.0
September 2016,-147553.0,9749298.0
December 2016,-54497.0,11989726.0
March 2017,-123000.0,14362000.0
June 2017,-115000.0,16338000.0
September 2017,-99000.0,18474000.0
December 2017,-144000.0,19226000.0
March 2018,-101000.0,18638000.0
June 2018,-37000.0,18153000.0
September 2018,-27000.0,18954000.0
December 2018,-5000.0,20544000.0
March 2019,28000.0,20305000.0
June 2019,226000.0,20385000.0
September 2019,-214000.0,19434000.0
December 2019,59000.0,18598000.0
March 2020,-125000.0,17617000.0
June 2020,-399000.0,16458000.0
September 2020,-77000.0,15583000.0
December 2020,1198000.0,15969000.0
March 2021,-143000.0,15112000.0
June 2021,109000.0,14455000.0
September 2021,-611000.0,13283000.0
December 2021,-14000.0,12628000.0
March 2022,-77000.0,11864000.0
June 2022,-202000.0,10996000.0
