,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2019,105818750.0,90941000.0,-14388333.333333334,,,
June 2019,105818750.0,90941000.0,-14388333.333333334,,,
September 2019,105818750.0,90941000.0,-14388333.333333334,,,
December 2019,105818750.0,90941000.0,600000.0,,,
March 2020,92272000.0,83929000.0,-11760000.0,,,
June 2020,74496000.0,67360000.0,-4214000.0,,,
September 2020,102118000.0,89366000.0,5043000.0,,,
December 2020,88926000.0,67741000.0,-8376000.0,1198972000.0,579758000.0,619214000.0
March 2021,79444000.0,70314000.0,5496000.0,,,
June 2021,80153000.0,75333000.0,21932000.0,1003150000.0,397790000.0,605360000.0
September 2021,87578000.0,78935000.0,6897000.0,958800000.0,352859000.0,605941000.0
December 2021,-246475000.0,60406000.0,199307000.0,645210000.0,,
March 2022,79444000.0,70314000.0,5496000.0,598752000.0,,
June 2022,,,,587525000.0,,
