,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets
March 2015,17615250.0,2427750.0,
June 2015,17615250.0,2427750.0,
September 2015,17615250.0,2427750.0,
December 2015,17615250.0,2427750.0,
March 2016,21986000.0,36537000.0,
June 2016,22217000.0,9854000.0,
September 2016,22034000.0,-1560000.0,
December 2016,31107000.0,-24615000.0,1590890000.0
March 2017,28664000.0,27639000.0,1687430000.0
June 2017,25041000.0,-10530000.0,1732986000.0
September 2017,23008000.0,-5667000.0,1722753000.0
December 2017,31463000.0,-11683000.0,1737823000.0
March 2018,26473000.0,21817000.0,1778999000.0
June 2018,32780000.0,16821000.0,2125167000.0
September 2018,28489000.0,-5422000.0,2115910000.0
December 2018,28233000.0,-14239000.0,2135158000.0
March 2019,31828000.0,42988000.0,2179942000.0
June 2019,32048000.0,1040000.0,2185681000.0
September 2019,30771000.0,-30461000.0,2144195000.0
December 2019,31141000.0,-17924000.0,2196964000.0
March 2020,33832000.0,-22556000.0,2204202000.0
June 2020,19739000.0,-87458000.0,2267264000.0
September 2020,22943000.0,-78604000.0,2167860000.0
December 2020,27674000.0,-73752000.0,2097665000.0
March 2021,24668000.0,-69745000.0,2068883000.0
June 2021,28550000.0,-7768000.0,2042931000.0
September 2021,32055000.0,-12371000.0,2020166000.0
December 2021,34622000.0,202000.0,2057576000.0
March 2022,37239000.0,42747000.0,2095198000.0
June 2022,41478000.0,30525000.0,2102589000.0
