,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
December 2007,8155.777777777777,0.0,,,
March 2008,8155.777777777777,-4504.75,,,
June 2008,8155.777777777777,-4504.75,,,
September 2008,8155.777777777777,-4504.75,,,
December 2008,8155.777777777777,-4504.75,,,
March 2009,8155.777777777777,-38704.5,,,
June 2009,8155.777777777777,-38704.5,,,
September 2009,8155.777777777777,-38704.5,,,
December 2009,8155.777777777777,-38704.5,,,
March 2010,8277.0,-34231.0,,,
June 2010,8277.0,-39761.0,,,
September 2010,4198.0,-27105.0,,,
December 2010,3625.0,-49690.0,30813.0,18513.0,12300.0
March 2011,13283.0,-70020.0,,,
June 2011,26030.0,-49907.0,14829.0,2529.0,12300.0
September 2011,0.0,-46103.0,130683.0,118383.0,12300.0
December 2011,0.0,-139215.0,12585.0,285.0,12300.0
March 2012,0.0,-56846.0,140085.0,127785.0,12300.0
June 2012,0.0,-574363.0,,,
September 2012,0.0,-113844.0,79882.0,44582.0,35300.0
