,OperatingExpenses,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2008,68159250.0,24990750.0,37003500.0,9854000.0,,
June 2008,68159250.0,24990750.0,37003500.0,9854000.0,,
September 2008,68159250.0,24990750.0,37003500.0,9854000.0,,
December 2008,68159250.0,24990750.0,37003500.0,9854000.0,,
March 2009,75557000.0,32726000.0,42831000.0,18811000.0,,
June 2009,75056000.0,33117000.0,41939000.0,24688000.0,,
September 2009,77827000.0,34406000.0,42096000.0,17077000.0,,
December 2009,99838000.0,40367000.0,49471000.0,11705000.0,1429937000.0,981590000.0
March 2010,93953000.0,43675000.0,50278000.0,21208000.0,,
June 2010,98663000.0,43667000.0,53135000.0,29796000.0,1641885000.0,1088267000.0
September 2010,99810000.0,44804000.0,55006000.0,35447000.0,1725221000.0,1140347000.0
December 2010,97460000.0,45801000.0,62571000.0,38440000.0,1839113000.0,1258398000.0
March 2011,118653000.0,50200000.0,65661000.0,24137000.0,2123149000.0,1511473000.0
June 2011,127346000.0,50801000.0,69233000.0,30620000.0,2256986000.0,1623315000.0
September 2011,120351000.0,50399000.0,66031000.0,20151000.0,2147059000.0,1504214000.0
December 2011,143287000.0,45513000.0,60918000.0,11720000.0,2195840000.0,1544619000.0
March 2012,131399000.0,48839000.0,67969000.0,26202000.0,2301474000.0,1637291000.0
June 2012,150017000.0,71223000.0,68516000.0,23401000.0,2348738000.0,1664372000.0
September 2012,147059000.0,54056000.0,69791000.0,29748000.0,2437983000.0,1646236000.0
December 2012,144301000.0,56907000.0,79715000.0,71903000.0,2566085000.0,1787048000.0
March 2013,264439000.0,61450000.0,85074000.0,-22587000.0,2744188000.0,1550773000.0
June 2013,163403000.0,67608000.0,88700000.0,35877000.0,2823202000.0,1646391000.0
September 2013,164476000.0,70957000.0,95617000.0,31357000.0,2817696000.0,1537646000.0
December 2013,185462000.0,76728000.0,111649000.0,80661000.0,3019006000.0,1617535000.0
March 2014,186196000.0,77041000.0,109573000.0,59977000.0,3053570000.0,1631943000.0
June 2014,200301000.0,82985000.0,114649000.0,46605000.0,3035055000.0,1620721000.0
September 2014,214448000.0,85082000.0,119888000.0,93489000.0,3278206000.0,1906954000.0
December 2014,182054000.0,142947000.0,122173000.0,153280000.0,3339640000.0,1889603000.0
March 2015,198901000.0,91772000.0,116317000.0,136658000.0,3499093000.0,2060281000.0
June 2015,224432000.0,96182000.0,124441000.0,102247000.0,3703125000.0,2237691000.0
September 2015,246757000.0,99226000.0,136648000.0,118177000.0,3733548000.0,2210428000.0
December 2015,266359000.0,114347000.0,147251000.0,104477000.0,3687747000.0,2096823000.0
March 2016,275609000.0,123994000.0,149233000.0,89587000.0,3793706000.0,2073798000.0
June 2016,262000000.0,125000000.0,148000000.0,120412000.0,3985090000.0,2143021000.0
September 2016,265448000.0,125917000.0,139146000.0,129000000.0,4227827000.0,2277836000.0
December 2016,275943000.0,129089000.0,147621000.0,123762000.0,4280600000.0,2318091000.0
March 2017,316000000.0,145000000.0,171000000.0,367000000.0,4598000000.0,2517000000.0
June 2017,291000000.0,130000000.0,169000000.0,128000000.0,4858000000.0,2643000000.0
September 2017,301000000.0,134000000.0,167000000.0,163000000.0,5046000000.0,2805000000.0
December 2017,312000000.0,137000000.0,167000000.0,68000000.0,5257000000.0,2980000000.0
March 2018,320000000.0,137000000.0,183000000.0,208000000.0,5542000000.0,3194000000.0
June 2018,348000000.0,151000000.0,197000000.0,209000000.0,5851000000.0,3337000000.0
September 2018,356000000.0,159000000.0,197000000.0,199000000.0,6759000000.0,4262000000.0
December 2018,393000000.0,176000000.0,217000000.0,210000000.0,6959000000.0,4490000000.0
March 2019,380000000.0,169000000.0,211000000.0,233000000.0,7390000000.0,4545000000.0
June 2019,368000000.0,166000000.0,202000000.0,296000000.0,6973000000.0,4156000000.0
September 2019,340000000.0,151000000.0,189000000.0,234000000.0,7089000000.0,4222000000.0
December 2019,394000000.0,161000000.0,233000000.0,239000000.0,7316000000.0,4451000000.0
March 2020,430000000.0,156000000.0,274000000.0,173000000.0,7261000000.0,4324000000.0
June 2020,332000000.0,155000000.0,177000000.0,47000000.0,7248000000.0,4194000000.0
September 2020,364000000.0,172000000.0,192000000.0,179000000.0,7404000000.0,4329000000.0
December 2020,497000000.0,199000000.0,298000000.0,257000000.0,7585000000.0,4483000000.0
March 2021,571000000.0,197000000.0,374000000.0,147000000.0,8755000000.0,5642000000.0
June 2021,615000000.0,202000000.0,413000000.0,185000000.0,8675000000.0,5310000000.0
September 2021,1315000000.0,436000000.0,879000000.0,317000000.0,15063000000.0,2451000000.0
December 2021,776000000.0,350000000.0,426000000.0,113000000.0,15217000000.0,2713000000.0
March 2022,631000000.0,323000000.0,308000000.0,86000000.0,15274000000.0,2755000000.0
June 2022,1346000000.0,327000000.0,410000000.0,-535000000.0,15448000000.0,2891000000.0
