,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent
June 2008,126112250.0,21422500.0,,
September 2008,126112250.0,21422500.0,,
December 2008,126112250.0,21422500.0,,
March 2009,126112250.0,21422500.0,,
June 2009,132358000.0,44193000.0,,
September 2009,131013000.0,33592000.0,,
December 2009,127883000.0,17242000.0,,
March 2010,135037000.0,21935000.0,,
June 2010,152386000.0,37286000.0,,
September 2010,153263000.0,21692000.0,,
December 2010,151506000.0,12875000.0,,
March 2011,150473000.0,22770000.0,,
June 2011,171416000.0,39391000.0,,
September 2011,171832000.0,37632000.0,,
December 2011,169231000.0,16699000.0,,
March 2012,175952000.0,23069000.0,,
June 2012,189399000.0,39031000.0,,
September 2012,190040000.0,32859000.0,,
December 2012,189872000.0,15463000.0,,
March 2013,191054000.0,23272000.0,,
June 2013,215974000.0,53795000.0,,
September 2013,216529000.0,39430000.0,,
December 2013,214671000.0,12653000.0,,
March 2014,210123000.0,20932000.0,,
June 2014,244318000.0,52290000.0,,
September 2014,244781000.0,49869000.0,,
December 2014,238782000.0,39319000.0,,
March 2015,232543000.0,41343000.0,,
June 2015,263582000.0,61806000.0,,
September 2015,267978000.0,79033000.0,,
December 2015,259625000.0,38099000.0,,
March 2016,262620000.0,47044000.0,,
June 2016,292128000.0,67392000.0,,
September 2016,295289000.0,57180000.0,,
December 2016,292321000.0,22835000.0,,
March 2017,292590000.0,30078000.0,,
June 2017,321247000.0,56758000.0,,
September 2017,322949000.0,48918000.0,,
December 2017,323041000.0,192965000.0,,
March 2018,315809000.0,19262000.0,,
June 2018,359392000.0,70224000.0,,
September 2018,344186000.0,66615000.0,,
December 2018,341536000.0,41835000.0,,
March 2019,346165000.0,25212000.0,,
June 2019,379841000.0,85815000.0,,
September 2019,373383000.0,81981000.0,,
December 2019,377330000.0,33959000.0,,
March 2020,367489000.0,62091000.0,,
June 2020,386088000.0,120592000.0,,
September 2020,410348000.0,111983000.0,,
December 2020,414448000.0,38627000.0,,
March 2021,426307000.0,41698000.0,,
June 2021,478928000.0,119159000.0,,
September 2021,500644000.0,96831000.0,,
December 2021,490997000.0,64024000.0,,
March 2022,490904000.0,59776000.0,,
June 2022,543271000.0,152932000.0,,
