,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2010,309409.0,,2031039.0,,,
June 2010,799349.0,,3189811.0,,,
September 2010,499152.0,,2679011.0,,,
December 2010,695826.0,,10622027.0,36661902.0,27633398.0,9028504.0
March 2011,602760.0,69079.5,3460134.0,,,
June 2011,607176.0,69079.5,3630101.0,45814228.0,37009002.0,
September 2011,639082.0,69999.0,1527743.0,47383538.0,38610243.0,
December 2011,1419848.0,,9948651.0,50080535.0,40386928.0,9693607.0
March 2012,703956.0,70115.0,1783710.0,54789302.0,45102767.0,9686535.0
June 2012,-2314316.0,70115.0,1632426.0,,,
September 2012,-811153.0,99499.0,1124331.0,62581748.0,53200407.0,9381341.0
