,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
June 2017,,3222.0,55000.0,55000.0,
September 2017,,-41159.0,51255363.0,492561.0,
December 2017,,29203.0,53289229.0,432750.0,
March 2018,,-128.0,53358226.0,483867.0,
June 2018,,-4311.0,53356883.0,461231.0,
September 2018,,-2975873.0,53475420.0,355909.0,
December 2018,,-115776.0,8184882.0,414450.0,
March 2019,,-469312.0,7367438.0,1245720.0,
June 2019,792748.0,-283393.0,7754543.0,1540158.0,6214385.0
September 2019,792748.0,-571502.0,9650000.0,1003207.0,
December 2019,792748.0,-407085.0,10164505.0,740086.0,
March 2020,792748.0,-1403799.0,8472674.0,364278.0,
June 2020,618228.0,-671101.0,8591774.0,309236.0,8282538.0
September 2020,967063.0,-1005160.0,9128837.0,675155.0,8453682.0
December 2020,2679084.0,-2927020.0,10416782.0,934483.0,9482299.0
March 2021,1300249.0,-1591548.0,10268010.0,927956.0,9340054.0
June 2021,2196174.0,-4210907.0,10207412.0,833975.0,9373437.0
September 2021,1407736.0,-2129297.0,10460171.0,1151122.0,9309049.0
December 2021,1364230.0,-1954652.0,10793738.0,1458698.0,
March 2022,7122834.0,-9251689.0,10724416.0,1225755.0,
