,OperatingExpenses,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
December 2006,936250000.0,195500000.0,740750000.0,874000000.0,,,
March 2007,936250000.0,195500000.0,740750000.0,874000000.0,,,
June 2007,936250000.0,195500000.0,740750000.0,874000000.0,,,
September 2007,936250000.0,195500000.0,740750000.0,874000000.0,,,
December 2007,1182500000.0,259500000.0,923000000.0,1313000000.0,,,
March 2008,1182500000.0,259500000.0,923000000.0,1313000000.0,,,
June 2008,1208000000.0,292000000.0,916000000.0,1072000000.0,,,
September 2008,1297000000.0,298000000.0,999000000.0,1136000000.0,39572000000.0,32311000000.0,
December 2008,1406000000.0,315000000.0,1091000000.0,2255000000.0,,,
March 2009,1304000000.0,319000000.0,985000000.0,1620000000.0,,,
June 2009,1351000000.0,341000000.0,1010000000.0,1828000000.0,48140000000.0,35170000000.0,
September 2009,1421000000.0,358000000.0,1063000000.0,2532000000.0,53851000000.0,36265000000.0,
December 2009,1686000000.0,398000000.0,1288000000.0,3378000000.0,53926000000.0,33332000000.0,
March 2010,1646000000.0,426000000.0,1220000000.0,3074000000.0,57057000000.0,32336000000.0,
June 2010,1902000000.0,464000000.0,1438000000.0,3253000000.0,64725000000.0,36033000000.0,
September 2010,2065000000.0,494000000.0,1571000000.0,4308000000.0,75183000000.0,41678000000.0,
December 2010,2471000000.0,575000000.0,1896000000.0,6004000000.0,86742000000.0,43927000000.0,
March 2011,2344000000.0,581000000.0,1763000000.0,5987000000.0,94904000000.0,46997000000.0,
June 2011,2543000000.0,628000000.0,1915000000.0,7308000000.0,106758000000.0,46898000000.0,
September 2011,2670000000.0,645000000.0,2025000000.0,6623000000.0,116371000000.0,44988000000.0,
December 2011,3363000000.0,758000000.0,2605000000.0,13064000000.0,138681000000.0,54771000000.0,
March 2012,3180000000.0,841000000.0,2339000000.0,11622000000.0,150934000000.0,50712000000.0,
June 2012,3421000000.0,876000000.0,2545000000.0,8824000000.0,162896000000.0,51943000000.0,
September 2012,3457000000.0,906000000.0,2551000000.0,8223000000.0,176064000000.0,57653000000.0,
December 2012,3850000000.0,1010000000.0,2840000000.0,13078000000.0,196088000000.0,72348000000.0,
March 2013,3791000000.0,1119000000.0,2672000000.0,9547000000.0,194743000000.0,63337000000.0,
June 2013,3823000000.0,1178000000.0,2645000000.0,6900000000.0,199856000000.0,68219000000.0,
September 2013,3841000000.0,1168000000.0,2673000000.0,7512000000.0,207000000000.0,73286000000.0,
December 2013,4383000000.0,1330000000.0,3053000000.0,13072000000.0,225184000000.0,80347000000.0,
March 2014,4354000000.0,1422000000.0,2932000000.0,10223000000.0,205989000000.0,70541000000.0,
June 2014,4453000000.0,1603000000.0,2850000000.0,7748000000.0,222520000000.0,67949000000.0,
September 2014,4844000000.0,1686000000.0,3158000000.0,8467000000.0,231839000000.0,68531000000.0,
December 2014,5495000000.0,1895000000.0,3600000000.0,18024000000.0,261894000000.0,83403000000.0,
March 2015,5378000000.0,1918000000.0,3460000000.0,13569000000.0,261194000000.0,67891000000.0,
June 2015,5598000000.0,2034000000.0,3564000000.0,10677000000.0,273151000000.0,70953000000.0,
September 2015,5925000000.0,2220000000.0,3705000000.0,11124000000.0,290479000000.0,89378000000.0,
December 2015,6252000000.0,2404000000.0,3848000000.0,18361000000.0,293284000000.0,76219000000.0,
March 2016,5934000000.0,2511000000.0,3423000000.0,10516000000.0,305277000000.0,87592000000.0,
June 2016,6001000000.0,2560000000.0,3441000000.0,7796000000.0,305602000000.0,93761000000.0,
September 2016,6052000000.0,2570000000.0,3482000000.0,9014000000.0,321686000000.0,106869000000.0,
December 2016,6817000000.0,2871000000.0,3946000000.0,17891000000.0,331141000000.0,103332000000.0,
March 2017,6494000000.0,2776000000.0,3718000000.0,11029000000.0,334532000000.0,101990000000.0,
June 2017,6720000000.0,2937000000.0,3783000000.0,8717000000.0,345173000000.0,112875000000.0,
September 2017,6811000000.0,2997000000.0,3814000000.0,10714000000.0,375319000000.0,128645000000.0,246674000000.0
December 2017,7638000000.0,3407000000.0,4231000000.0,20065000000.0,406794000000.0,143810000000.0,
March 2018,7528000000.0,3378000000.0,4150000000.0,13822000000.0,367502000000.0,130053000000.0,
June 2018,7809000000.0,3701000000.0,4108000000.0,11519000000.0,349197000000.0,115761000000.0,
September 2018,7966000000.0,3750000000.0,4216000000.0,14125000000.0,365725000000.0,131339000000.0,234386000000.0
