,NetIncomeLoss,Assets,AssetsCurrent
June 2019,3159760.6666666665,,
September 2019,3159760.6666666665,,
December 2019,3159760.6666666665,,
March 2020,-85.0,395845825.0,
June 2020,0.0,,
September 2020,2831809.0,,
December 2020,2271246.0,116099067.0,1092454.0
March 2021,-247531.0,115942416.0,929595.0
June 2021,-1452998.0,578828769.0,434354.0
September 2021,4555697.0,601704401.0,49279568.0
December 2021,2149454.0,633057023.0,50794530.0
March 2022,7824474.0,684270090.0,59442119.0
June 2022,76039.0,683319446.0,56247247.0
