,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
September 2005,,46297.470588235294,-1000.0,,
December 2005,,46297.470588235294,-366945.0,,
March 2006,,46297.470588235294,-684416.3333333334,,
June 2006,,46297.470588235294,-684416.3333333334,,
September 2006,,46297.470588235294,-684416.3333333334,,
December 2006,,46297.470588235294,-466179.0,,
March 2007,,46297.470588235294,-515624.0,,
June 2007,,46297.470588235294,-718955.0,,
September 2007,,46297.470588235294,-751989.0,,
December 2007,,46297.470588235294,-405812.0,,
March 2008,,46297.470588235294,-417325.0,,
June 2008,,46297.470588235294,-1063446.0,,
September 2008,,46297.470588235294,-1195491.0,,
December 2008,,46297.470588235294,-388722.0,,
March 2009,,46297.470588235294,-1210188.0,,
June 2009,,46297.470588235294,-391372.0,,
September 2009,,46297.470588235294,-497683.0,,
December 2009,,86374.5,-395848.0,,
March 2010,,86374.5,-389680.0,,
June 2010,,69687.0,-327226.0,,
September 2010,,174392.0,-432832.0,607562.0,42127.0
December 2010,,51286.0,-265800.0,,
March 2011,,540.0,41556283.0,,
June 2011,,-540.0,-616870.0,41898291.0,45007.0
September 2011,,0.0,-119360.0,41739643.0,40256.0
December 2011,,4428.75,-158340.0,41684310.0,50310.0
March 2012,,4428.75,-160985.0,41401519.0,40169.0
June 2012,,4428.75,-522288.0,,
September 2012,,4428.75,-1353727.0,181952.0,90752.0
December 2012,,6509.0,-596666.0,96015.0,15815.0
March 2013,,0.0,-941488.0,129884.0,25684.0
June 2013,,3000.0,-278789.0,118482.0,25282.0
September 2013,,6509.0,-188054.0,207914.0,131714.0
December 2013,,5825.0,-920888.0,356071.0,283871.0
March 2014,,8042.0,-529555.0,217989.0,137789.0
June 2014,,0.0,-246447.0,125490.0,116290.0
September 2014,,5825.0,-920888.0,33357.0,26157.0
December 2014,,2237.0,-856892.0,106723.0,101523.0
March 2015,,22969.0,-9379473.0,623882.0,617682.0
June 2015,,68081.0,-1260296.5,272525.0,265325.0
September 2015,,189008.0,-1260296.5,278707.0,114787.0
December 2015,,105321.0,,363318.0,238118.0
March 2016,,172096.0,,225352.0,163879.0
June 2016,,196838.0,,,
September 2016,,196838.0,,342380.0,225246.0
December 2016,,,,,
March 2017,,,,,
June 2017,,,,,
September 2017,,,,,
December 2017,,,,,
March 2018,,,,,
June 2018,,,,,
September 2018,,,,,
December 2018,,,,,
March 2019,,,,,
June 2019,,,,,
September 2019,,,-33222.0,,
December 2019,,,-37301.0,,
March 2020,287994.0,,-122912.0,150300.0,150000.0
June 2020,780146.0,,-944016.0,,
September 2020,482885.0,,-477730.0,,
December 2020,537828.0,,-522673.0,,
March 2021,595086.0,,84266.0,,
June 2021,676027.0,,-934971.0,,
