,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2009,290957.75,0.0,-299281.5,,
June 2009,290957.75,0.0,-299281.5,,
September 2009,290957.75,0.0,-299281.5,,
December 2009,290957.75,0.0,-299281.5,,
March 2010,261366.5,3873.3333333333335,-331329.0,,
June 2010,261366.5,3873.3333333333335,-331329.0,,
September 2010,370194.0,3873.3333333333335,-388769.0,,
December 2010,1176410.0,0.0,-1212372.0,468506.0,18074.0
March 2011,1017606.0,0.0,-1113097.0,,
June 2011,1038230.0,0.0,-1204840.0,,
September 2011,853005.0,0.0,-1013385.0,402808.0,64239.0
December 2011,643164.0,12000.0,-742615.0,220973.0,118423.0
March 2012,1324225.0,2050.0,-1494382.0,88070.0,11564.0
June 2012,1402840.0,119349.0,-1646151.0,1342318.0,47124.0
September 2012,1209137.0,189610.0,-1477094.0,1397485.0,129298.0
December 2012,1650532.0,105171.0,-1919095.0,1268044.0,31280.0
March 2013,1300549.0,400442.0,-1565998.0,1775874.0,565845.0
June 2013,1114267.0,372916.0,-1251195.0,1249869.0,66210.0
September 2013,1129117.0,414918.0,-1303008.0,1224013.0,66313.0
December 2013,1209809.0,405778.0,-1630993.0,1382915.0,239802.0
March 2014,1428733.0,493741.0,-1669676.0,1252924.0,137317.0
June 2014,1415062.0,293330.0,-1333139.0,1186029.0,95044.0
September 2014,989822.0,290707.0,-1100454.0,1596176.0,421515.0
December 2014,1291051.0,352836.0,-1484343.0,1691801.0,114313.0
March 2015,1734436.0,406856.0,-1760121.0,1858199.0,180231.0
June 2015,1336923.0,452488.0,-1420298.0,2070578.0,246141.0
September 2015,1535111.0,615648.0,-1623835.0,2150865.0,384998.0
December 2015,2931303.0,630067.0,-3119226.0,2017006.0,289278.0
March 2016,2076249.0,866044.0,-2487328.0,2049491.0,384155.0
June 2016,2159230.0,608688.0,-2258415.0,2195793.0,546212.0
September 2016,1720212.0,656169.0,-1833878.0,1616684.0,32641.0
December 2016,1877819.0,752662.0,-2056671.0,1580015.0,61676.0
March 2017,2496371.0,805853.0,-2785754.0,1480545.0,38223.0
June 2017,2589015.0,610725.0,-2747183.0,1423680.0,46551.0
September 2017,1759636.0,490654.0,-2052088.0,1418668.0,36337.0
December 2017,1610262.0,245201.0,-1859630.0,1758607.0,519710.0
March 2018,2249738.0,407130.0,-2507660.0,1223222.0,44909.0
June 2018,2087335.0,372815.0,-3514423.0,1205766.0,75624.0
September 2018,1214670.0,357436.0,-2925261.0,1250737.0,182041.0
December 2018,2206909.0,375769.0,-3570459.0,1192381.0,180987.0
March 2019,2357336.0,455006.0,-3883172.0,1583955.0,647324.0
June 2019,2159804.0,441723.0,-4157190.0,2432079.0,1357058.0
September 2019,1856996.0,409815.0,-5056973.0,1458186.0,200854.0
December 2019,2187869.0,415794.0,-1550555.0,1466323.0,68863.0
March 2020,844989.0,186328.0,-7550772.0,1377685.0,53001.0
June 2020,480588.0,261553.0,2875660.0,1613150.0,344162.0
September 2020,625265.0,251036.0,-836263.0,1428943.0,214434.0
December 2020,878234.0,177912.0,-5761312.0,4347048.0,3187017.0
March 2021,15072656.0,165254.0,-15653330.0,3701180.0,2594361.0
June 2021,3570263.0,160898.0,-4062595.0,2884818.0,1828844.0
September 2021,3696687.0,237410.0,-4184232.0,2175058.0,1169672.0
December 2021,4014267.0,165496.0,-20403138.0,22453446.0,21467908.0
March 2022,5069793.0,775337.0,-4816150.0,20918888.0,19878800.0
June 2022,4699728.0,1075224.0,-4675241.0,19441453.0,18324217.0
