,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent
March 2019,21498500.0,-5612500.0,,
June 2019,21498500.0,-5612500.0,,
September 2019,21498500.0,-5612500.0,,
December 2019,21498500.0,-5612500.0,73356.0,17202000.0
March 2020,48075000.0,251144.0,232313714.0,1793305.0
June 2020,115588000.0,-390789.0,231912980.0,1272029.0
September 2020,124128000.0,-2297073.0,231630347.0,871687.0
December 2020,124128000.0,1861718.0,308560000.0,294479000.0
March 2021,139141000.0,-17000.0,428802000.0,411799000.0
June 2021,134985000.0,-3767000.0,414701000.0,394769000.0
September 2021,,-5300000.0,421049000.0,397333000.0
December 2021,,-10405000.0,408731000.0,341750000.0
March 2022,,-14697000.0,376692000.0,308954000.0
June 2022,,-8332000.0,346595000.0,272057000.0
