,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2009,561000.0,1206000.0,,
June 2009,561000.0,1206000.0,,
September 2009,561000.0,1206000.0,,
December 2009,561000.0,1206000.0,,
March 2010,549000.0,1172000.0,,
June 2010,660000.0,1442000.0,,
September 2010,675000.0,1576000.0,,
December 2010,602000.0,1163000.0,50451000.0,26447000.0
March 2011,679000.0,933000.0,,
June 2011,555000.0,15312000.0,64030000.0,37259000.0
September 2011,629000.0,18204000.0,76643000.0,36430000.0
December 2011,621000.0,1755000.0,75042000.0,41857000.0
March 2012,729000.0,758000.0,54944000.0,20534000.0
June 2012,778000.0,2131000.0,35872000.0,19252000.0
September 2012,675000.0,1238000.0,39609000.0,22204000.0
December 2012,887000.0,1437000.0,36593000.0,19635000.0
March 2013,713000.0,1173000.0,37156000.0,21332000.0
June 2013,684000.0,909000.0,37864000.0,22069000.0
September 2013,719000.0,920000.0,39072000.0,22302000.0
December 2013,840000.0,804000.0,43184000.0,23932000.0
March 2014,883000.0,651000.0,42127000.0,22771000.0
June 2014,955000.0,1676000.0,44322000.0,24439000.0
September 2014,948000.0,1679000.0,42875000.0,23745000.0
December 2014,857000.0,1602000.0,44232000.0,25369000.0
March 2015,1014000.0,860000.0,41746000.0,23771000.0
June 2015,960000.0,780000.0,42066000.0,23108000.0
September 2015,913000.0,570000.0,53575000.0,24248000.0
December 2015,960000.0,1086000.0,50429000.0,21744000.0
March 2016,955000.0,427000.0,46803000.0,18850000.0
June 2016,833000.0,780000.0,45114000.0,18280000.0
September 2016,697000.0,941000.0,44386000.0,18362000.0
December 2016,529000.0,1287000.0,43755000.0,18410000.0
March 2017,474000.0,973000.0,44210000.0,18917000.0
June 2017,669000.0,1102000.0,47386000.0,21875000.0
September 2017,356000.0,759000.0,58766000.0,27678000.0
December 2017,543000.0,-318000.0,56530000.0,25169000.0
March 2018,853000.0,484000.0,58883000.0,26923000.0
June 2018,955000.0,158000.0,55904000.0,25114000.0
September 2018,1074000.0,549000.0,51913000.0,21600000.0
December 2018,1288000.0,-15978000.0,32752000.0,20021000.0
March 2019,1289000.0,-1117000.0,33601000.0,19364000.0
June 2019,1204000.0,-6982000.0,26690000.0,19549000.0
September 2019,1183000.0,-217000.0,23032000.0,16314000.0
December 2019,918000.0,-1379000.0,19812000.0,13460000.0
March 2020,1063000.0,-32000.0,18259000.0,12808000.0
June 2020,1011000.0,-48000.0,19292000.0,14043000.0
September 2020,1094000.0,136000.0,17978000.0,12919000.0
December 2020,1159000.0,587000.0,19076000.0,13907000.0
March 2021,1304000.0,-916000.0,20193000.0,14974000.0
June 2021,1284000.0,953000.0,21259000.0,16107000.0
September 2021,1348000.0,75000.0,19770000.0,14966000.0
