,OperatingExpenses,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2009,23419250.0,,17119500.0,-3343250.0,,
June 2009,23419250.0,,17119500.0,-3343250.0,,
September 2009,23419250.0,,17119500.0,-3343250.0,,
December 2009,23419250.0,,17119500.0,-3343250.0,,
March 2010,21674000.0,2550000.0,17975000.0,-958000.0,,
June 2010,21399000.0,2550000.0,17791000.0,91000.0,,
September 2010,27670000.0,2550000.0,15963000.0,-12709000.0,,
December 2010,20189000.0,2550000.0,14936000.0,513000.0,93695000.0,59111000.0
March 2011,21620000.0,2900000.0,17367000.0,-154000.0,,
June 2011,22305000.0,2900000.0,17624000.0,584000.0,97399000.0,62838000.0
September 2011,23041000.0,2900000.0,17716000.0,109000.0,97300000.0,63269000.0
December 2011,23312000.0,2900000.0,17795000.0,355000.0,110769000.0,69334000.0
March 2012,24366000.0,2725000.0,20608000.0,12000.0,99685000.0,57850000.0
June 2012,24550000.0,2725000.0,20355000.0,636000.0,,
September 2012,24505000.0,2725000.0,20324000.0,905000.0,104819000.0,64143000.0
December 2012,25990000.0,2725000.0,20967000.0,673000.0,110769000.0,69827000.0
March 2013,28861000.0,4075000.0,22801000.0,-959000.0,114121000.0,61443000.0
June 2013,29506000.0,4075000.0,23065000.0,-728000.0,210211000.0,157833000.0
September 2013,28904000.0,4075000.0,22223000.0,434000.0,213639000.0,161273000.0
December 2013,29790000.0,4075000.0,23661000.0,883000.0,217157000.0,167830000.0
March 2014,34798000.0,,27740000.0,-5661000.0,211957000.0,162280000.0
June 2014,38878000.0,,28452000.0,-5299000.0,476306000.0,175689000.0
September 2014,54919000.0,,35490000.0,-13944000.0,469340000.0,174563000.0
December 2014,59810000.0,,36447000.0,-15997000.0,457838000.0,170134000.0
March 2015,67594000.0,,36942000.0,-27305000.0,443789000.0,121520000.0
June 2015,51021000.0,,35562000.0,-7216000.0,448977000.0,125784000.0
September 2015,58278000.0,,34116000.0,-14493000.0,436725000.0,117194000.0
December 2015,56458000.0,,36735000.0,-10460000.0,467999000.0,158279000.0
March 2016,60721000.0,,40789000.0,-17291000.0,450547000.0,143964000.0
June 2016,62069000.0,,40643000.0,-14906000.0,439261000.0,139187000.0
September 2016,61243000.0,,40737000.0,-13312000.0,431862000.0,133562000.0
December 2016,62099000.0,,42120000.0,-12611000.0,430078000.0,135532000.0
March 2017,66612000.0,,45656000.0,-18524000.0,415735000.0,123333000.0
June 2017,77526000.0,,45549000.0,-24604000.0,433353000.0,142274000.0
