,NetIncomeLoss,Assets,AssetsCurrent
March 2008,63100000.0,,
June 2008,63100000.0,,
September 2008,63100000.0,,
December 2008,63100000.0,,
March 2009,44900000.0,,
June 2009,-5500000.0,,
September 2009,16800000.0,,
December 2009,38600000.0,1681500000.0,426000000.0
March 2010,40700000.0,,
June 2010,47300000.0,1756100000.0,503900000.0
September 2010,31800000.0,1796900000.0,514300000.0
December 2010,779200000.0,2372100000.0,406200000.0
March 2011,79800000.0,2481100000.0,521400000.0
June 2011,21900000.0,2377400000.0,428500000.0
September 2011,57000000.0,2271000000.0,410400000.0
December 2011,50000000.0,2271200000.0,391000000.0
March 2012,44200000.0,2295400000.0,431100000.0
June 2012,46700000.0,2315700000.0,424500000.0
September 2012,47100000.0,2456200000.0,548800000.0
December 2012,47000000.0,2424200000.0,636800000.0
March 2013,51300000.0,2392300000.0,597300000.0
June 2013,165200000.0,2511700000.0,591500000.0
September 2013,58200000.0,2556500000.0,575100000.0
December 2013,48900000.0,2534400000.0,580400000.0
March 2014,46700000.0,2539100000.0,585200000.0
June 2014,83100000.0,2576500000.0,580900000.0
September 2014,50100000.0,2794000000.0,783000000.0
December 2014,42100000.0,3408800000.0,686600000.0
March 2015,42500000.0,3577900000.0,866000000.0
June 2015,42900000.0,3469500000.0,712400000.0
September 2015,50700000.0,4249300000.0,1463000000.0
December 2015,47000000.0,4606100000.0,598700000.0
March 2016,58000000.0,4608300000.0,632100000.0
June 2016,62600000.0,4632600000.0,659500000.0
September 2016,61700000.0,4631300000.0,666000000.0
December 2016,65300000.0,4681900000.0,654500000.0
March 2017,66800000.0,4703800000.0,682300000.0
June 2017,63000000.0,4840000000.0,693500000.0
September 2017,65900000.0,4883400000.0,687400000.0
December 2017,75400000.0,4893700000.0,702200000.0
March 2018,83800000.0,4939600000.0,708500000.0
June 2018,91800000.0,5089400000.0,671600000.0
September 2018,88600000.0,5131900000.0,638000000.0
December 2018,28100000.0,5175000000.0,662100000.0
March 2019,102300000.0,5583800000.0,682700000.0
June 2019,91200000.0,5812100000.0,844900000.0
September 2019,97600000.0,6386800000.0,1077400000.0
December 2019,67600000.0,6080700000.0,755800000.0
March 2020,87000000.0,6137700000.0,784500000.0
June 2020,33500000.0,6502500000.0,1101700000.0
September 2020,77700000.0,6610500000.0,1174400000.0
December 2020,86000000.0,6445900000.0,948600000.0
March 2021,107300000.0,6542200000.0,1001100000.0
June 2021,113300000.0,6612900000.0,859300000.0
September 2021,100000000.0,6721700000.0,909800000.0
December 2021,91600000.0,6864900000.0,921400000.0
March 2022,87500000.0,6944000000.0,949700000.0
June 2022,48700000.0,7082200000.0,1032400000.0
