,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2010,945500.0,121500.0,319500.0,,
June 2010,945500.0,121500.0,319500.0,,
September 2010,1336000.0,216000.0,1251000.0,,
December 2010,1578000.0,387000.0,14000.0,2449000.0,2265000.0
March 2011,1750000.0,277000.0,290000.0,,
June 2011,2028000.0,443000.0,225000.0,,
September 2011,1761000.0,331000.0,3000.0,2029000.0,1819000.0
December 2011,1690000.0,210000.0,21000.0,2107000.0,1901000.0
March 2012,1571000.0,218000.0,15000.0,1928000.0,1732000.0
June 2012,1381000.0,232000.0,29000.0,2112000.0,1922000.0
September 2012,1311000.0,296000.0,4000.0,1957000.0,1775000.0
December 2012,1314000.0,283000.0,20000.0,1952000.0,1787000.0
March 2013,1372000.0,191000.0,29000.0,1961000.0,1800000.0
June 2013,1305000.0,206000.0,1389000.0,3344000.0,1919000.0
September 2013,1241000.0,268000.0,-90000.0,3158000.0,1746000.0
December 2013,1286000.0,187000.0,54000.0,3268000.0,1956000.0
March 2014,1420000.0,283000.0,43000.0,3355000.0,2083000.0
June 2014,1472000.0,268000.0,43000.0,3617000.0,2489000.0
September 2014,1490000.0,223000.0,87000.0,3799000.0,2701000.0
