,NetIncomeLoss,Assets
March 2009,-3423970.75,
June 2009,-3423970.75,
September 2009,-3423970.75,
December 2009,-3423970.75,
March 2010,-767744.5,
June 2010,-767744.5,
September 2010,-681759.0,
December 2010,-1675752.0,305340530.0
March 2011,-222758.0,
June 2011,-2923000.0,
September 2011,-427681.0,299176382.0
December 2011,1000.0,292079824.0
March 2012,45922.0,285896323.0
June 2012,-89000.0,
September 2012,118000.0,305906000.0
December 2012,254000.0,296871000.0
March 2013,2490000.0,295383000.0
June 2013,215000.0,299051000.0
September 2013,237000.0,301799000.0
December 2013,32000.0,312290000.0
March 2014,49000.0,315830000.0
June 2014,106000.0,319670000.0
September 2014,2538000.0,322338000.0
December 2014,357000.0,322826000.0
March 2015,133000.0,325588000.0
