,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent
December 2016,274.0,-274.0,,
March 2017,0.0,0.0,,
June 2017,,0.0,6674.0,
September 2017,4529.0,-4529.0,,
December 2017,28.0,-28.0,,
March 2018,2112.0,-2112.0,1714.0,
June 2018,,-1254.0,1451.0,
September 2018,5042.0,-5042.0,1409.0,
December 2018,1392.0,-1392.0,1367.0,
March 2019,1392.0,-1392.0,1325.0,
June 2019,,-3108.0,302.0,
September 2019,28.0,-28.0,274.0,
December 2019,1597.0,-1597.0,232.0,
March 2020,42.0,-42.0,190.0,
June 2020,7309.0,-7309.0,148.0,148.0
September 2020,6075.0,-6075.0,,27543.0
December 2020,6136.0,-6136.0,,24812.0
March 2021,30.0,-30.0,,24782.0
June 2021,24351.0,-24351.0,,10586.0
September 2021,16830.0,-16830.0,,151.0
December 2021,8632.0,-8632.0,,5025.0
March 2022,23027.0,-23027.0,,446.0
June 2022,3954.0,-3954.0,,392.0
