,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2013,16951250.0,8699250.0,-19342500.0,,,
June 2013,16951250.0,8699250.0,-19342500.0,,,
September 2013,16951250.0,8699250.0,-19342500.0,,,
December 2013,16951250.0,8699250.0,-19342500.0,,,
March 2014,20868500.0,9957500.0,-19723000.0,,,
June 2014,20868500.0,9957500.0,-19723000.0,,,
September 2014,19693000.0,9276000.0,-18320000.0,,,
December 2014,24180000.0,11190000.0,-22916000.0,117876000.0,111830000.0,6046000.0
March 2015,23257000.0,9927000.0,-23273000.0,,,
June 2015,28999000.0,12765000.0,-29357000.0,,,
September 2015,27532000.0,10211000.0,-26023000.0,173781000.0,158802000.0,14979000.0
December 2015,36685000.0,10845000.0,-32928000.0,307336000.0,293904000.0,13432000.0
March 2016,37009000.0,11445000.0,-35437000.0,279018000.0,263641000.0,15377000.0
June 2016,38947000.0,11318000.0,-40612000.0,250519000.0,234698000.0,15821000.0
September 2016,38821000.0,10233000.0,-33628000.0,291093000.0,271430000.0,19663000.0
December 2016,37146000.0,8471000.0,-22168000.0,282081000.0,261873000.0,20208000.0
March 2017,36589000.0,9411000.0,-18045000.0,264628000.0,243460000.0,21168000.0
June 2017,40754000.0,9371000.0,-21174000.0,257042000.0,236492000.0,20550000.0
September 2017,40875000.0,9273000.0,-11498000.0,262278000.0,241887000.0,20391000.0
December 2017,42527000.0,10048000.0,-10945000.0,265298000.0,245134000.0,20164000.0
March 2018,46564000.0,11104000.0,-20724000.0,303479000.0,282842000.0,20637000.0
June 2018,48766000.0,11362000.0,-15510000.0,309876000.0,289889000.0,19987000.0
September 2018,51053000.0,13074000.0,-11694000.0,315512000.0,296825000.0,18687000.0
December 2018,55310000.0,15034000.0,-15631000.0,339793000.0,321369000.0,18424000.0
March 2019,59613000.0,17042000.0,-12150000.0,370255000.0,335673000.0,34582000.0
June 2019,64411000.0,19454000.0,-1270000.0,406189000.0,369983000.0,36206000.0
September 2019,65307000.0,18766000.0,1930000.0,443858000.0,406942000.0,36916000.0
December 2019,74295000.0,23741000.0,4260000.0,479448000.0,439947000.0,39501000.0
March 2020,80713000.0,25271000.0,3952000.0,502448000.0,462178000.0,40270000.0
June 2020,83783000.0,29918000.0,1655000.0,528939000.0,487781000.0,41158000.0
September 2020,89243000.0,32818000.0,9284000.0,431049000.0,383485000.0,47564000.0
December 2020,103725000.0,44003000.0,4917000.0,1051983000.0,999441000.0,52542000.0
March 2021,108398000.0,45916000.0,-4128000.0,1067630000.0,1015236000.0,52394000.0
June 2021,117213000.0,50315000.0,-14641000.0,1097059000.0,1045566000.0,51493000.0
September 2021,111952000.0,48141000.0,-13124000.0,1120453000.0,1069006000.0,51447000.0
December 2021,126924000.0,56931000.0,-26458000.0,1139495000.0,1073526000.0,65969000.0
March 2022,110626000.0,42234000.0,-4647000.0,1150210000.0,1080582000.0,69628000.0
June 2022,133491000.0,57075000.0,-24008000.0,1162672000.0,1094555000.0,68117000.0
