,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
December 2007,4092.1111111111113,,-5422.25,,,
March 2008,4092.1111111111113,,-5422.25,,,
June 2008,4092.1111111111113,,-5422.25,,,
September 2008,4092.1111111111113,,-5422.25,,,
December 2008,4092.1111111111113,,-3064.0,,,
March 2009,4092.1111111111113,,-3064.0,,,
June 2009,4092.1111111111113,,-3064.0,,,
September 2009,4092.1111111111113,,-3064.0,,,
December 2009,3483.5,,-3483.5,,,
March 2010,3483.5,,-3483.5,,,
June 2010,2402.0,,-2402.0,,,
September 2010,4092.1111111111113,,-2720.0,12236.0,2686.0,
December 2010,3799.0,,-3799.0,,,
March 2011,2181.0,,-2181.0,,,
June 2011,2402.0,,-1976.0,10760.0,1210.0,
September 2011,2870.0,,-3296.0,9624.0,74.0,
December 2011,231.0,,-231.0,9633.0,83.0,
March 2012,5758.0,,-5758.0,15078.0,5528.0,
June 2012,3223.0,,-3223.0,9550.0,,
September 2012,3540.0,,-3540.0,10707.0,1157.0,
December 2012,3390.0,,-3390.0,,,
March 2013,3430.0,,-3430.0,,,
June 2013,3156.0,,-3156.0,10169.0,619.0,
September 2013,2803.0,,-2803.0,10026.0,476.0,9550.0
December 2013,62.0,,-62.0,9965.0,415.0,9550.0
March 2014,7743.0,1693.75,-7743.0,12682.0,3132.0,9550.0
June 2014,3249.0,1693.75,-3249.0,10113.0,563.0,9550.0
September 2014,522457.0,1693.75,-1329300.0,2309.0,2309.0,
December 2014,4917.0,1693.75,-4917.0,265.0,265.0,289114.0
March 2015,29737.0,19433.0,-284329.0,80075.0,80075.0,
June 2015,668841.0,15416.0,-463627.0,1188981.0,942766.0,246215.0
September 2015,639754.0,6835.0,-438999.0,1063877.0,857562.0,206315.0
December 2015,1272030.0,-614.0,-905229.0,787316.0,657835.0,129481.0
March 2016,585451.0,17037.0,-387420.0,758688.0,628283.0,130405.0
June 2016,497089.0,19311.0,-295173.0,675520.0,565500.0,110020.0
September 2016,540794.0,18088.0,-565378.0,366374.0,264362.0,102012.0
December 2016,718701.0,3679.0,-1058278.0,290771.0,226687.0,64084.0
March 2017,472744.0,,-2094017.0,357700.0,300793.0,56907.0
June 2017,454359.0,,1599278.0,326692.0,282264.0,44428.0
September 2017,715062.0,,-1811046.0,,,
December 2017,715062.0,,-1811046.0,90715.0,59542.0,31173.0
March 2018,602228.0,,-8822417.0,,,
June 2018,535246.0,,4501010.0,251769.0,227360.0,24409.0
September 2018,567987.0,,-4994712.0,,,
December 2018,567730.0,,-509285.0,352713.0,333239.0,19474.0
March 2019,374184.0,,-7172973.0,587675.0,526826.0,60849.0
June 2019,356221.0,,6893187.0,550111.0,500121.0,49990.0
September 2019,374796.0,,-5555935.0,608781.0,568603.0,40178.0
December 2019,1772489.0,,2757601.0,406141.0,250800.0,
March 2020,1177287.0,,-2957959.0,417658.0,290118.0,
June 2020,1222316.0,,-3166895.0,380404.0,365022.0,
September 2020,557832.0,,-3159242.0,669869.0,382420.0,
December 2020,2602950.0,,3106997.0,2103562.0,1782693.0,
March 2021,1674630.0,97008.75,-1351571.0,2434354.0,1935187.0,
June 2021,1349662.0,97008.75,-1076258.0,2042950.0,,
September 2021,2102604.0,97008.75,-1948678.0,3573380.0,2847743.0,
December 2021,1808738.0,97008.75,-2008148.0,2612240.0,1700226.0,
March 2022,1150062.0,0.0,-1466675.0,,,
June 2022,1817328.0,36750.0,-1987471.0,2947263.0,2808182.0,
