,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2007,1000605500.0,996689500.0,248917500.0,,,
June 2007,1000605500.0,996689500.0,248917500.0,,,
September 2007,1000605500.0,996689500.0,248917500.0,,,
December 2007,1000605500.0,996689500.0,248917500.0,,,
March 2008,1048957000.0,1044801000.0,212282000.0,,,
June 2008,1106086000.0,1091664000.0,150233000.0,,,
September 2008,1474427000.0,1314134000.0,156703000.0,,,
December 2008,1245538000.0,1180620000.0,286046000.0,,,
March 2009,1239038000.0,1198170000.0,142964000.0,,,
June 2009,1217677000.0,1161400000.0,92411000.0,,,
September 2009,1299241000.0,1256479000.0,269381000.0,,,
December 2009,1335602000.0,1291187000.0,233914000.0,,,
March 2010,1256749000.0,1220468000.0,188770000.0,,,
June 2010,1194555000.0,1158025000.0,129756000.0,,,
September 2010,1289323000.0,1264676000.0,288680000.0,,,
December 2010,1292015000.0,1270019000.0,274742000.0,,,
March 2011,1288066000.0,1270774000.0,198245000.0,,,
June 2011,1262241000.0,1246047000.0,176438000.0,,,
September 2011,1299593000.0,1283636000.0,326380000.0,,,
December 2011,1206197000.0,1190738000.0,283593000.0,,,
March 2012,1291659000.0,1276401000.0,187059000.0,,,
June 2012,1192450000.0,1177655000.0,120429000.0,,,
September 2012,2109001000.0,1237196000.0,-596252000.0,,,
December 2012,1388086000.0,1193032000.0,78058000.0,,,
March 2013,1225923000.0,1212540000.0,169927000.0,,,
June 2013,1171789000.0,1158415000.0,102531000.0,,,
September 2013,1288130000.0,1210251000.0,135228000.0,,,
December 2013,1169158000.0,1153794000.0,212383000.0,,,
March 2014,1273000000.0,1223000000.0,96210000.0,,,
June 2014,1289000000.0,1180000000.0,82000000.0,,,
September 2014,1273723000.0,1224049000.0,217000000.0,,,
December 2014,935277000.0,468951000.0,-260210000.0,,,
March 2015,1252000000.0,1172000000.0,59000000.0,,,
June 2015,1172000000.0,1131000000.0,36000000.0,,,
September 2015,1204000000.0,1163000000.0,198000000.0,,,
December 2015,561000000.0,527000000.0,86000000.0,,,
March 2016,958000000.0,937000000.0,41000000.0,,,
June 2016,1176000000.0,900000000.0,-766000000.0,,,
September 2016,1143000000.0,1078000000.0,179000000.0,,,
December 2016,1690000000.0,930000000.0,-951000000.0,,,
March 2017,914000000.0,897000000.0,-815000000.0,,,
June 2017,895000000.0,881000000.0,55000000.0,,,
