,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
September 2009,11292250.0,1219000.0,,
December 2009,11292250.0,1219000.0,,
March 2010,11292250.0,1219000.0,,
June 2010,11292250.0,1219000.0,284808000.0,
September 2010,10589000.0,3089000.0,,
December 2010,11136000.0,5287000.0,,
March 2011,10930000.0,4923000.0,,
June 2011,11359000.0,5683000.0,306436000.0,215550000.0
September 2011,11483000.0,3509000.0,299273000.0,206279000.0
December 2011,11898000.0,7031000.0,315598000.0,221283000.0
March 2012,12356000.0,4862000.0,315776000.0,223964000.0
June 2012,12246000.0,1786000.0,323135000.0,230516000.0
September 2012,14320000.0,4684000.0,362850000.0,266199000.0
December 2012,13561000.0,5436000.0,376074000.0,267318000.0
March 2013,14695000.0,6521000.0,379175000.0,265163000.0
June 2013,15412000.0,7367000.0,409978000.0,296274000.0
September 2013,14714000.0,6552000.0,428988000.0,312810000.0
December 2013,19333000.0,10306000.0,535907000.0,346347000.0
March 2014,21125000.0,11396000.0,597815000.0,407251000.0
June 2014,22694000.0,7556000.0,568932000.0,375548000.0
September 2014,19832000.0,5914000.0,548314000.0,355823000.0
December 2014,19626000.0,3286000.0,566082000.0,376044000.0
March 2015,17080000.0,-2959000.0,579006000.0,392839000.0
June 2015,22030000.0,10916000.0,568331000.0,373471000.0
September 2015,19483000.0,9941000.0,536571000.0,354508000.0
December 2015,25070000.0,5431000.0,572148000.0,386646000.0
March 2016,20956000.0,4357000.0,549642000.0,351100000.0
June 2016,19600000.0,9134000.0,564967000.0,375446000.0
September 2016,17977000.0,9342000.0,569223000.0,384275000.0
December 2016,19975000.0,5250000.0,635790000.0,408236000.0
March 2017,18596000.0,-13821000.0,580268000.0,349634000.0
June 2017,19596000.0,-954000.0,586030000.0,358630000.0
September 2017,21570000.0,3824000.0,572454000.0,347625000.0
December 2017,21529000.0,4532000.0,557866000.0,337506000.0
March 2018,20753000.0,-5153000.0,539239000.0,320804000.0
June 2018,20565000.0,-14683000.0,558033000.0,357046000.0
September 2018,21201000.0,2305000.0,587194000.0,385549000.0
December 2018,22359000.0,3932000.0,569552000.0,364839000.0
March 2019,24112000.0,8933000.0,631433000.0,415230000.0
June 2019,26349000.0,12812000.0,633394000.0,417310000.0
September 2019,23691000.0,6151000.0,672754000.0,439366000.0
December 2019,23165000.0,-28008000.0,591888000.0,381511000.0
March 2020,19718000.0,-5495000.0,567347000.0,371648000.0
June 2020,19702000.0,-5722000.0,517310000.0,335160000.0
September 2020,18128000.0,-3037000.0,512230000.0,331339000.0
December 2020,16724000.0,-4591000.0,479910000.0,304767000.0
March 2021,17179000.0,-12873000.0,471677000.0,294487000.0
June 2021,17725000.0,-10723000.0,467556000.0,291219000.0
September 2021,16629000.0,-15975000.0,450277000.0,250275000.0
December 2021,15922000.0,-15975000.0,440564000.0,254737000.0
March 2022,17041000.0,-15975000.0,413080000.0,246138000.0
June 2022,18098000.0,-15975000.0,440793000.0,287412000.0
