,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2015,206227.0,5981.25,1666.0,216466.0,186961.0,
June 2015,205020.0,5981.25,-21028.0,251613.0,236352.0,
September 2015,187954.0,5981.25,8119.0,245015.0,245015.0,
December 2015,634106.0,5981.25,-50749.0,448471.0,448471.0,
March 2016,408182.0,,-62049.0,641454.0,641454.0,
June 2016,679902.0,,-199976.0,865781.0,865781.0,
September 2016,649395.0,,-226651.0,1079375.0,1079375.0,
December 2016,2729752.0,,-618868.0,789824.0,789824.0,
March 2017,596092.0,,-1044805.0,1073702.0,1073702.0,
June 2017,1003649.0,,737489.0,1157201.0,1157201.0,
September 2017,1789729.0,,-679063.0,1337451.0,1337451.0,
December 2017,1249084.0,,-219582.0,1263810.0,1263810.0,
March 2018,1530352.0,,627277.0,,1205528.0,
June 2018,2100402.0,,-607032.0,1837916.0,1471367.0,366549.0
September 2018,2494354.0,,-548977.0,1899364.0,1564233.0,335131.0
December 2018,2286100.0,,-712095.0,2616135.0,1605070.0,1011065.0
March 2019,2549914.0,,-663747.0,2626918.0,1671286.0,955632.0
June 2019,2876361.0,,-818104.0,2198917.0,1329006.0,869911.0
September 2019,3420352.0,,-943804.0,2546232.0,1761434.0,784798.0
December 2019,3240963.0,,-711548.0,3446179.0,2747102.0,699077.0
March 2020,4707667.0,,-2394728.0,2291048.0,1571843.0,719205.0
June 2020,10117947.0,,-3379116.0,3024299.0,2191087.0,833212.0
September 2020,28803334.0,,-20622370.0,5429491.0,4652990.0,776501.0
December 2020,42623229.0,,-32250729.0,13053655.0,12412731.0,990260.0
March 2021,26905392.0,,-11602383.0,18743701.0,17837524.0,906177.0
June 2021,34240366.0,,-16830700.0,23987500.0,22479659.0,1507841.0
September 2021,32442016.0,,-14353375.0,16351645.0,14132557.0,2219088.0
December 2021,35593719.0,,-18111246.0,49923243.0,44921440.0,5001803.0
March 2022,36901677.0,,-13299675.0,50290476.0,29579462.0,20711014.0
June 2022,41462312.0,,-13018962.0,37969481.0,18510217.0,19459264.0
