,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2008,6881750.0,1073500.0,,
June 2008,6881750.0,1073500.0,,
September 2008,6881750.0,1073500.0,,
December 2008,6881750.0,1073500.0,,
March 2009,4313000.0,24353000.0,,
June 2009,4514000.0,24466000.0,,
September 2009,3948000.0,24519000.0,,
December 2009,1319000.0,27803000.0,647804000.0,434768000.0
March 2010,4078000.0,25202000.0,,
June 2010,3108000.0,28573000.0,678263000.0,464221000.0
September 2010,3519000.0,29949000.0,694991000.0,483045000.0
December 2010,3075000.0,22485000.0,733874000.0,460725000.0
March 2011,4038000.0,71975000.0,785043000.0,480579000.0
June 2011,3441000.0,32355000.0,817375000.0,529209000.0
September 2011,3746000.0,37773000.0,843371000.0,533622000.0
December 2011,6284000.0,18720000.0,1382638000.0,339395000.0
March 2012,7724000.0,33962000.0,1402720000.0,373869000.0
June 2012,8096000.0,38592000.0,1438022000.0,418375000.0
September 2012,7663000.0,45753000.0,1477734000.0,473403000.0
December 2012,6311000.0,37780000.0,1526724000.0,525756000.0
March 2013,7484000.0,33764000.0,1560471000.0,570470000.0
June 2013,7616000.0,43398000.0,1557759000.0,572670000.0
September 2013,7196000.0,47539000.0,1518703000.0,548047000.0
December 2013,5697000.0,38051000.0,1508863000.0,435772000.0
March 2014,7059000.0,31683000.0,1665490000.0,595431000.0
June 2014,6932000.0,36847000.0,1642120000.0,451173000.0
September 2014,7266000.0,48173000.0,1639194000.0,458251000.0
December 2014,6482000.0,46991000.0,1723290000.0,551337000.0
March 2015,6454000.0,46214000.0,1755550000.0,592295000.0
June 2015,5997000.0,45058000.0,1788631000.0,646309000.0
September 2015,6009000.0,50282000.0,1834285000.0,600877000.0
December 2015,7217000.0,33908000.0,2202247000.0,319540000.0
March 2016,7549000.0,31375000.0,2182295000.0,322553000.0
June 2016,5260000.0,38121000.0,2116012000.0,289903000.0
September 2016,6041000.0,53031000.0,2132154000.0,351143000.0
December 2016,9309000.0,46119000.0,2098712000.0,342181000.0
March 2017,6672000.0,45443000.0,2045379000.0,301125000.0
June 2017,7604000.0,44919000.0,2073739000.0,346914000.0
