,OperatingExpenses,NetIncomeLoss,Assets
March 2017,186190750.0,44019250.0,11135972000.0
June 2017,186190750.0,44019250.0,
September 2017,186190750.0,44019250.0,
December 2017,186190750.0,44019250.0,
March 2018,180705000.0,52660000.0,
June 2018,182072000.0,47841000.0,
September 2018,184478000.0,69722000.0,
December 2018,193551000.0,78904000.0,10944663000.0
March 2019,194421000.0,90446000.0,
June 2019,190104000.0,51728000.0,10947189000.0
September 2019,185676000.0,56965000.0,11172950000.0
December 2019,193025000.0,40291000.0,11132253000.0
March 2020,182593000.0,-25332000.0,11568311000.0
June 2020,185565000.0,19046000.0,11386309000.0
September 2020,182881000.0,12688000.0,10986639000.0
December 2020,195581000.0,38487000.0,10936904000.0
March 2021,180992000.0,80656000.0,10625988000.0
June 2021,176594000.0,95490000.0,10640166000.0
September 2021,173307000.0,117406000.0,10853903000.0
December 2021,183089000.0,67859000.0,10792563000.0
March 2022,182137000.0,195228000.0,10840164000.0
June 2022,182062000.0,104796000.0,10901815000.0
