,NetIncomeLoss,Assets
March 2008,-145609500.0,
June 2008,-145609500.0,
September 2008,-145609500.0,
December 2008,-145609500.0,
March 2009,-136671000.0,
June 2009,-586930000.0,
September 2009,-439547000.0,
December 2009,-268557000.0,32831418000.0
March 2010,-215473000.0,
June 2010,-228194000.0,32382340000.0
September 2010,-181444000.0,30954761000.0
December 2010,-165567000.0,30093148000.0
March 2011,-79188000.0,28678203000.0
June 2011,-39000000.0,
September 2011,30208000.0,28253924000.0
December 2011,27356000.0,27162845000.0
March 2012,35993000.0,27064792000.0
June 2012,39452000.0,26294110000.0
September 2012,30725000.0,25764644000.0
December 2012,724039000.0,26760012000.0
March 2013,29574000.0,26212879000.0
June 2013,45535000.0,26563174000.0
September 2013,45695000.0,26218360000.0
December 2013,38579000.0,26201604000.0
March 2014,48416000.0,26435426000.0
June 2014,46873000.0,26627290000.0
September 2014,46788000.0,26519110000.0
December 2014,,27051231000.0
March 2015,53963000.0,27633784000.0
June 2015,55793000.0,28205870000.0
September 2015,57928000.0,28167827000.0
December 2015,,28792653000.0
March 2016,52531000.0,29171257000.0
June 2016,60458000.0,29459691000.0
September 2016,65244000.0,29727096000.0
December 2016,,30104002000.0
March 2017,71857000.0,30679589000.0
June 2017,76004000.0,30687966000.0
September 2017,98007000.0,31642123000.0
December 2017,29606000.0,31221837000.0
March 2018,103166000.0,31501028000.0
June 2018,111181000.0,31740305000.0
September 2018,109059000.0,32075120000.0
December 2018,105070000.0,32669192000.0
March 2019,120186000.0,46630025000.0
June 2019,156184000.0,47318203000.0
September 2019,135726000.0,47661182000.0
December 2019,151684000.0,48203282000.0
March 2020,38521000.0,50619585000.0
June 2020,93192000.0,54121989000.0
September 2020,91574000.0,53040538000.0
December 2020,150408000.0,54394159000.0
March 2021,187093000.0,55159011000.0
June 2021,186200000.0,54938659000.0
September 2021,186773000.0,55509129000.0
December 2021,200401000.0,57317226000.0
March 2022,171037000.0,56419549000.0
June 2022,178052000.0,57382745000.0
