,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets
March 2011,,22949000.0,
June 2011,,22949000.0,
September 2011,,12794500.0,
December 2011,,12794500.0,
March 2012,,10559000.0,
June 2012,,28858000.0,
September 2012,,42602000.0,
December 2012,,349063000.0,107129.0
March 2013,,24337000.0,190910.0
June 2013,,5327000.0,3255251000.0
September 2013,,14263000.0,3401813000.0
December 2013,,25830000.0,3438558000.0
March 2014,52625000.0,10932000.0,3734148000.0
June 2014,58770000.0,14816000.0,3913276000.0
September 2014,60546000.0,17846000.0,4033140000.0
December 2014,78109000.0,27875000.0,4111798000.0
March 2015,56924000.0,25962000.0,3869766000.0
June 2015,71226000.0,5077000.0,3879384000.0
September 2015,78746000.0,12344000.0,4121668000.0
December 2015,87015000.0,17667000.0,4122447000.0
March 2016,77265000.0,6813000.0,4249992000.0
June 2016,90892000.0,11685000.0,4231088000.0
September 2016,88221000.0,14837000.0,4269535000.0
December 2016,105385000.0,19281000.0,4220926000.0
March 2017,88745000.0,11476000.0,4148745000.0
June 2017,95410000.0,27401000.0,4258086000.0
September 2017,94850000.0,32876000.0,4317328000.0
December 2017,111435000.0,19966000.0,4325893000.0
March 2018,87016000.0,44933000.0,4083887000.0
June 2018,100065000.0,58678000.0,4220821000.0
September 2018,100520000.0,93568000.0,4331693000.0
December 2018,129342000.0,9055000.0,5264441000.0
March 2019,103883000.0,51131000.0,5190404000.0
June 2019,124817000.0,81851000.0,5177772000.0
September 2019,119099000.0,67012000.0,5339860000.0
December 2019,142472000.0,54658000.0,5245686000.0
March 2020,136853000.0,-31431000.0,8262372000.0
June 2020,145150000.0,65674000.0,8322334000.0
September 2020,147167000.0,114777000.0,7834448000.0
December 2020,143205000.0,94419000.0,7737995000.0
March 2021,147505000.0,98021000.0,7975485000.0
June 2021,167557000.0,124147000.0,8138763000.0
September 2021,167610000.0,168134000.0,8403049000.0
December 2021,185670000.0,272724000.0,8727777000.0
March 2022,157265000.0,176703000.0,8517975000.0
June 2022,165542000.0,290987000.0,8650223000.0
