,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2010,947643.0,18855.0,515672.0,,,
June 2010,961414.0,28999.0,-133590.0,,,
September 2010,989530.0,18954.0,-155415.0,,,
December 2010,1074375.0,4185.0,-416747.0,14993565.0,6693818.0,
March 2011,1105412.0,14115.0,358107.0,,,
June 2011,1213689.0,21314.0,174734.0,15494300.0,6553939.0,
September 2011,997856.0,20836.0,-92293.0,15532469.0,7053476.0,
December 2011,1230026.0,16935.0,-257558.0,14505247.0,5864794.0,
March 2012,1194092.0,20165.0,222660.0,15111754.0,6639704.0,
June 2012,1452912.0,17512.0,-465995.0,14520244.0,6397809.0,
September 2012,1317194.0,14608.0,-458085.0,13823159.0,5800402.0,
December 2012,1342234.0,15969.0,-383027.0,13736241.0,6049995.0,7185730.0
March 2013,1225048.0,13211.0,65161.0,14593483.0,7342036.0,6760506.0
June 2013,1491203.0,66943.0,70169.0,13392515.0,6583948.0,
September 2013,1232229.0,23277.0,-681900.0,12871600.0,6262657.0,
December 2013,1476280.0,20341.0,2368204.0,14755170.0,6049892.0,
March 2014,1309733.0,44522.0,-155578.0,14405799.0,6174145.0,
June 2014,1056247.0,32020.0,399753.0,14097605.0,5859489.0,
September 2014,1140450.0,23309.0,177228.0,14370375.0,6525448.0,
December 2014,973017.0,35130.0,-18058.0,14234854.0,6660839.0,
March 2015,966426.0,22700.0,504265.0,14360491.0,7455505.0,
June 2015,1021772.0,15710.0,318671.0,14079608.0,7254951.0,
September 2015,894102.0,28572.0,237202.0,13563986.0,7172445.0,
December 2015,969236.0,28283.0,444558.0,14142630.0,7972433.0,
March 2016,938903.0,35728.0,741794.0,13668694.0,7676089.0,
June 2016,1053665.0,28277.0,561237.0,14391547.0,8632879.0,
September 2016,948331.0,13865.0,85964.0,14366013.0,8502952.0,
December 2016,963275.0,17228.0,404339.0,15158487.0,9493011.0,
March 2017,1042062.0,11144.0,3252667.0,18975910.0,14554333.0,
June 2017,1145847.0,20394.0,273623.0,18508335.0,14054990.0,
September 2017,1177686.0,38691.0,-278924.0,18310756.0,13817413.0,
December 2017,1108463.0,28699.0,-1492625.0,17773370.0,13959541.0,
March 2018,955684.0,37206.0,703664.0,17877681.0,14135710.0,
June 2018,970623.0,17347.0,2135906.0,20124264.0,17190276.0,
September 2018,1156236.0,32698.0,-145470.0,19704035.0,16800885.0,
December 2018,1247267.0,48679.0,-203832.0,31196115.0,21208696.0,
March 2019,1728996.0,20086.0,1011150.0,34411984.0,20317366.0,
June 2019,1888956.0,35360.0,-27733.0,32236630.0,18150346.0,
September 2019,1559915.0,15551.0,412048.0,33512566.0,19528046.0,
December 2019,1534917.0,52663.0,516927.0,32380417.0,17506309.0,
March 2020,1382804.0,28578.0,1264675.0,34819594.0,20289851.0,
June 2020,1248592.0,11598.0,1132867.0,33575590.0,18564392.0,
September 2020,1347871.0,17114.0,582369.0,34381982.0,19313749.0,
December 2020,1669467.0,24132.0,-2861.0,35087388.0,19037512.0,
March 2021,1342636.0,18275.0,1450571.0,36660094.0,20625462.0,
June 2021,1248716.0,15947.0,1176761.0,37031775.0,20382334.0,
September 2021,1253943.0,16417.0,1162624.0,39371999.0,22912612.0,
December 2021,2067892.0,65772.0,-340794.0,39551270.0,23809069.0,
March 2022,1480771.0,17696.0,1533059.0,45116791.0,29414676.0,
June 2022,2012890.0,26561.0,1662455.0,47555057.0,27924623.0,
