,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets
March 2007,559712750.0,163436500.0,
June 2007,559712750.0,163436500.0,
September 2007,559712750.0,163436500.0,
December 2007,559712750.0,163436500.0,
March 2008,533441000.0,186830000.0,
June 2008,560763000.0,189954000.0,
September 2008,585050000.0,-111429000.0,
December 2008,606916000.0,182441000.0,24514586000.0
March 2009,566685000.0,80581000.0,
June 2009,589036000.0,193322000.0,24822474000.0
September 2009,601120000.0,144730000.0,25665578000.0
December 2009,620523000.0,11941000.0,25841796000.0
March 2010,571149000.0,157223000.0,26238814000.0
June 2010,604244000.0,164675000.0,26115330000.0
September 2010,581974000.0,141670000.0,26397018000.0
December 2010,759255000.0,-184391000.0,26397018000.0
March 2011,557801000.0,140751000.0,26697375000.0
June 2011,565674000.0,165860000.0,26779755000.0
September 2011,596110000.0,75983000.0,26774000000.0
December 2011,574120000.0,162255000.0,27019862000.0
March 2012,610084000.0,163260000.0,27254868000.0
June 2012,642667000.0,169170000.0,27243589000.0
September 2012,661907000.0,126288000.0,28169623000.0
December 2012,716936000.0,24987000.0,28946607000.0
March 2013,688971000.0,117780000.0,29481540000.0
June 2013,742070000.0,133523000.0,28728795000.0
September 2013,737326000.0,128788000.0,29348585000.0
December 2013,866037000.0,108816000.0,29714689000.0
March 2014,843240000.0,137245000.0,29668385000.0
June 2014,884336000.0,143610000.0,30617173000.0
September 2014,953559000.0,140297000.0,30673129000.0
December 2014,1007095000.0,49755000.0,31562466000.0
March 2015,921909000.0,50044000.0,30800356000.0
June 2015,969494000.0,32789000.0,30842082000.0
September 2015,956984000.0,-7022000.0,30586091000.0
December 2015,1075702000.0,65744000.0,30043128000.0
March 2016,917359000.0,220400000.0,30287195000.0
June 2016,803595000.0,169300000.0,29804213000.0
September 2016,833700000.0,144367000.0,30283836000.0
December 2016,888102000.0,31300000.0,29709100000.0
March 2017,651300000.0,143800000.0,29567700000.0
June 2017,646300000.0,120200000.0,30058900000.0
September 2017,667100000.0,-57300000.0,32405200000.0
December 2017,745700000.0,312900000.0,31843000000.0
March 2018,719600000.0,106000000.0,32427900000.0
June 2018,773600000.0,62200000.0,42361300000.0
September 2018,736500000.0,53000000.0,43443100000.0
December 2018,750700000.0,20300000.0,41089300000.0
March 2019,799900000.0,165700000.0,42237000000.0
June 2019,832900000.0,144100000.0,43139500000.0
September 2019,764500000.0,-54800000.0,43751500000.0
December 2019,789200000.0,127600000.0,44291200000.0
March 2020,908100000.0,154700000.0,43423300000.0
June 2020,736200000.0,178100000.0,44233200000.0
September 2020,672900000.0,-30200000.0,43582600000.0
December 2020,792800000.0,139200000.0,44649900000.0
March 2021,735700000.0,163000000.0,44410600000.0
June 2021,747200000.0,203400000.0,45994800000.0
September 2021,818300000.0,882400000.0,33624800000.0
December 2021,939400000.0,123600000.0,33911500000.0
March 2022,1790500000.0,145500000.0,33022600000.0
