,NetIncomeLoss,Assets,AssetsCurrent
March 2012,-247750.0,,
June 2012,-247750.0,,
September 2012,-247750.0,,
December 2012,-247750.0,,
March 2013,4317500.0,,
June 2013,4317500.0,,
September 2013,3184000.0,,
December 2013,7078000.0,270182000.0,39429000.0
March 2014,-2333000.0,,
June 2014,2909000.0,,
September 2014,-4064000.0,1169383000.0,119436000.0
December 2014,-10834000.0,1175330000.0,117493000.0
March 2015,-6164000.0,1150452000.0,101971000.0
June 2015,4795000.0,1169003000.0,122619000.0
September 2015,5399000.0,1168945000.0,132338000.0
December 2015,110153000.0,1325008000.0,116179000.0
March 2016,3370000.0,1286068000.0,85962000.0
June 2016,10737000.0,1274685000.0,80937000.0
September 2016,9450000.0,1278874000.0,91938000.0
December 2016,961000.0,1294044000.0,101753000.0
March 2017,1021000.0,1645803000.0,80686000.0
June 2017,-46190000.0,3557940000.0,362569000.0
September 2017,29554000.0,3585257000.0,400974000.0
December 2017,88938000.0,3546472000.0,251032000.0
March 2018,20855000.0,3552220000.0,475309000.0
June 2018,36796000.0,3599746000.0,505403000.0
September 2018,37704000.0,4477174000.0,426208000.0
December 2018,-120000.0,5911462000.0,573196000.0
March 2019,38229000.0,6114518000.0,382990000.0
June 2019,18936000.0,6082002000.0,702638000.0
September 2019,37055000.0,6081241000.0,963539000.0
December 2019,-13219000.0,5641000000.0,605000000.0
March 2020,-176000000.0,5891172000.0,1242406000.0
June 2020,-99996000.0,6148447000.0,1534737000.0
September 2020,-926000000.0,36239000000.0,6298000000.0
December 2020,-555004000.0,36385000000.0,6063000000.0
March 2021,-423000000.0,36019000000.0,6562000000.0
June 2021,71000000.0,38816000000.0,6316000000.0
September 2021,-233000000.0,38962000000.0,5925000000.0
December 2021,-434000000.0,38031000000.0,5964000000.0
March 2022,-680000000.0,37073000000.0,5120000000.0
June 2022,-123000000.0,36670000000.0,4900000000.0
