,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent
March 2017,22997500.0,-1931250.0,,
June 2017,22997500.0,-1931250.0,,
September 2017,22997500.0,-1931250.0,,
December 2017,22997500.0,-1931250.0,,
March 2018,22131500.0,3070000.0,,
June 2018,22131500.0,770000.0,,
September 2018,30437000.0,-1433000.0,,
December 2018,26615000.0,3143000.0,175911000.0,118152000.0
March 2019,28369000.0,-5265000.0,,
June 2019,19660000.0,2611000.0,,
September 2019,17596000.0,5802000.0,185767000.0,107427000.0
December 2019,23250000.0,-7544000.0,175563000.0,93021000.0
March 2020,20391000.0,-5328000.0,164264000.0,87184000.0
June 2020,17129000.0,283000.0,167823000.0,87129000.0
September 2020,18856000.0,-2075000.0,183492000.0,92563000.0
December 2020,18179000.0,-4178000.0,183144000.0,84845000.0
March 2021,19237000.0,-12499000.0,198688000.0,99838000.0
June 2021,21342000.0,-9738000.0,203523000.0,103878000.0
September 2021,20439000.0,-15419000.0,185764000.0,87038000.0
December 2021,24380000.0,-16012000.0,199439000.0,103804000.0
March 2022,24853000.0,-23042000.0,184456000.0,91286000.0
June 2022,25550000.0,-19288000.0,162405000.0,73270000.0
