,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent
September 2009,2237.75,-2237.75,,
December 2009,2237.75,-2237.75,,
March 2010,2237.75,-2237.75,,
June 2010,2237.75,-2237.75,,
September 2010,583.0,-583.0,,
December 2010,15.0,-15.0,,
March 2011,15.0,-15.0,,
June 2011,4695.0,-4695.0,43800.0,43800.0
September 2011,0.0,0.0,43800.0,43800.0
December 2011,43800.0,-43800.0,0.0,0.0
March 2012,0.0,0.0,0.0,0.0
June 2012,11001.0,-11001.0,0.0,0.0
September 2012,110.0,-110.0,,
December 2012,0.0,0.0,0.0,0.0
March 2013,5140.0,-5140.0,3800.0,300.0
June 2013,11802088.0,-17414276.0,18500.0,0.0
September 2013,25852.0,-25812.0,35628.0,13966.0
December 2013,45002.0,-45002.0,24677.0,2658.0
March 2014,58122.0,-58122.0,26689.0,3552.0
