,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2016,287650000.0,-108550000.0,,
June 2016,287650000.0,-108550000.0,,
September 2016,287650000.0,-108550000.0,,
December 2016,287650000.0,-108550000.0,,
March 2017,281800000.0,-119700000.0,,
June 2017,281000000.0,-47300000.0,,
September 2017,276000000.0,-78600000.0,,
December 2017,317300000.0,24300000.0,5797900000.0,1910500000.0
March 2018,295600000.0,-92900000.0,,
June 2018,311900000.0,-32200000.0,5846700000.0,2079400000.0
September 2018,297600000.0,-41400000.0,6432400000.0,2623800000.0
December 2018,366000000.0,-18000000.0,6546000000.0,2743300000.0
March 2019,286800000.0,-20900000.0,6707500000.0,2132100000.0
June 2019,306900000.0,6300000.0,6758900000.0,2264100000.0
September 2019,315200000.0,11700000.0,6654400000.0,2289800000.0
December 2019,364500000.0,3100000.0,7163400000.0,2860800000.0
March 2020,284000000.0,-55100000.0,6619400000.0,2218500000.0
June 2020,272100000.0,-100800000.0,7076200000.0,2630800000.0
September 2020,254300000.0,-37300000.0,7128400000.0,2709600000.0
December 2020,310400000.0,-27300000.0,7337900000.0,2890700000.0
March 2021,280800000.0,-17200000.0,7130800000.0,2718300000.0
June 2021,284200000.0,52700000.0,7256000000.0,2845600000.0
September 2021,302500000.0,68700000.0,7476300000.0,3076200000.0
December 2021,359200000.0,145800000.0,7890400000.0,2830300000.0
March 2022,293400000.0,45500000.0,7756100000.0,2672900000.0
June 2022,317500000.0,97200000.0,7733800000.0,2761400000.0
