,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent
September 2010,4314.25,-4423.25,,
December 2010,4314.25,-4423.25,,
March 2011,4314.25,-4423.25,,
June 2011,4314.25,-4423.25,,
September 2011,4314.25,715.75,,
December 2011,4314.25,715.75,,
March 2012,4314.25,715.75,,
June 2012,4314.25,715.75,,
September 2012,3325.0,-2585.0,,
December 2012,5636.0,-5377.0,,
March 2013,22793.0,-22126.0,,
June 2013,58574.0,-57445.0,66046.0,
September 2013,16836.0,-15236.0,,
December 2013,26439.0,-25415.0,15408.0,
March 2014,17211.0,-19776.0,5629.0,
June 2014,28872.0,-30778.0,967.0,
September 2014,10905.0,-10522.0,1707.0,
December 2014,10205.0,-10213.0,2256.0,
March 2015,9028.0,-8710.0,1518.0,
June 2015,18748.0,-18759.0,617.0,
September 2015,9222.0,-9222.0,416.0,
December 2015,7583.0,-7225.0,669.0,
March 2016,10609.0,-10403.0,731.0,
June 2016,11955.0,-11511.0,936.0,936.0
September 2016,4909.0,-3995.0,1567.0,
December 2016,51786.0,-245624.0,,
March 2017,29581.0,-45711.0,0.0,
June 2017,2364.0,-28881.0,,
September 2017,28445.0,-33780.0,,
December 2017,42326.0,-45170.0,,
March 2018,10572.0,-1559693.0,,
June 2018,37534.0,-102093.0,,
September 2018,15101.0,-87509.0,,
December 2018,18337.0,-47329.0,,
March 2019,5392.0,-25334.0,,
June 2019,17713.0,-48724.0,0.0,0.0
September 2019,13412.0,-29376.0,,
December 2019,10950.0,-45569.0,,
March 2020,2748.0,-24138.0,,
June 2020,5945.0,-22962.0,0.0,0.0
September 2020,3622.0,-22874.0,0.0,0.0
December 2020,20688.0,-32434.0,0.0,0.0
March 2021,16685.0,-31665.0,0.0,0.0
June 2021,4376.0,-19571.0,0.0,0.0
September 2021,6279.0,-21636.0,0.0,0.0
