,NetIncomeLoss,Assets,AssetsCurrent
March 2007,989000000.0,,
June 2007,989000000.0,,
September 2007,989000000.0,,
December 2007,989000000.0,,
March 2008,752500000.0,,
June 2008,752500000.0,,
September 2008,2064000000.0,,
December 2008,-41000000.0,42686000000.0,8403000000.0
March 2009,282000000.0,,
June 2009,413000000.0,,
September 2009,413000000.0,45415000000.0,9626000000.0
December 2009,355000000.0,47052000000.0,10637000000.0
March 2010,457000000.0,47725000000.0,11739000000.0
June 2010,709000000.0,,
September 2010,696000000.0,48123000000.0,11600000000.0
December 2010,706000000.0,50014000000.0,13829000000.0
March 2011,996000000.0,51865000000.0,15775000000.0
June 2011,996000000.0,30490000000.0,7314000000.0
September 2011,405000000.0,30541000000.0,7154000000.0
December 2011,549000000.0,31371000000.0,3224000000.0
March 2012,417000000.0,31851000000.0,3445000000.0
June 2012,393000000.0,32250000000.0,3254000000.0
September 2012,450000000.0,34558000000.0,4037000000.0
December 2012,322000000.0,35306000000.0,3762000000.0
March 2013,383000000.0,35109000000.0,3777000000.0
June 2013,426000000.0,35048000000.0,3281000000.0
September 2013,569000000.0,35776000000.0,3455000000.0
December 2013,375000000.0,35620000000.0,2975000000.0
March 2014,1149000000.0,36151000000.0,4787000000.0
June 2014,540000000.0,35935000000.0,4218000000.0
September 2014,431000000.0,36700000000.0,4204000000.0
December 2014,926000000.0,35983000000.0,4593000000.0
March 2015,-276000000.0,34736000000.0,2968000000.0
June 2015,-386000000.0,35770000000.0,4130000000.0
September 2015,-749000000.0,34674000000.0,3858000000.0
December 2015,-793000000.0,32311000000.0,2590000000.0
March 2016,-407000000.0,32868000000.0,3268000000.0
June 2016,-170000000.0,32527000000.0,3754000000.0
September 2016,-192000000.0,32310000000.0,3042000000.0
December 2016,-1371000000.0,31094000000.0,3665000000.0
March 2017,-4957000000.0,24537000000.0,3743000000.0
June 2017,-139000000.0,24241000000.0,4424000000.0
September 2017,-599000000.0,22947000000.0,3690000000.0
December 2017,-28000000.0,22012000000.0,2566000000.0
March 2018,356000000.0,21634000000.0,2902000000.0
June 2018,96000000.0,21871000000.0,3087000000.0
September 2018,254000000.0,21778000000.0,3065000000.0
December 2018,390000000.0,21321000000.0,2921000000.0
March 2019,174000000.0,21410000000.0,2776000000.0
June 2019,161000000.0,21282000000.0,2688000000.0
September 2019,165000000.0,20373000000.0,2520000000.0
December 2019,-20000000.0,20245000000.0,2135000000.0
March 2020,-46000000.0,19715000000.0,1909000000.0
June 2020,-750000000.0,18567000000.0,1405000000.0
September 2020,-317000000.0,18663000000.0,1922000000.0
December 2020,-338000000.0,17956000000.0,1612000000.0
March 2021,97000000.0,18233000000.0,2150000000.0
June 2021,16000000.0,17800000000.0,2075000000.0
September 2021,184000000.0,17161000000.0,1655000000.0
December 2021,649000000.0,16994000000.0,1821000000.0
March 2022,1304000000.0,17981000000.0,2230000000.0
June 2022,966000000.0,18286000000.0,2808000000.0
