,NetIncomeLoss,Assets
March 2009,46514250.0,
June 2009,46514250.0,
September 2009,46514250.0,
December 2009,46514250.0,
March 2010,69053000.0,
June 2010,39935000.0,
September 2010,59721000.0,
December 2010,52283000.0,1568154000.0
March 2011,76782000.0,
June 2011,55322000.0,1682013000.0
September 2011,53935000.0,1717990000.0
December 2011,30864000.0,1766829000.0
March 2012,77699000.0,1776382000.0
June 2012,59887000.0,1825241000.0
September 2012,57027000.0,1890349000.0
December 2012,43058000.0,1989117000.0
March 2013,18589000.0,2079655000.0
June 2013,19565000.0,2192695000.0
September 2013,5082000.0,2269186000.0
December 2013,-12928000.0,2326386000.0
March 2014,-414000.0,2552240000.0
