,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
September 2014,50102.25,-72864.25,,,
December 2014,50102.25,-72864.25,,,
March 2015,50102.25,-72864.25,,,
June 2015,50102.25,-72864.25,3126619.0,271351.0,2855268.0
September 2015,32241.0,-67866.0,,,
December 2015,37607.666666666664,-31556.666666666668,,,
March 2016,37607.666666666664,-31556.666666666668,,,
June 2016,37607.666666666664,-31556.666666666668,4107377.0,208932.0,3898445.0
September 2016,-6058.0,-2016.0,4549473.0,308055.0,4241418.0
December 2016,,,,,
March 2017,,,,,
June 2017,,,6379555.0,17210.0,6362345.0
