,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2018,,,-800.0,,
June 2018,,,0.0,,
September 2018,,,0.0,,
December 2018,,,-342.0,212158.0,49658.0
March 2019,25900000.0,1021.0,-1021.0,404087.0,31665.0
June 2019,33500000.0,,587344.0,145776815.0,1166616.0
September 2019,38000000.0,,466799.0,146533949.0,1132424.0
December 2019,43000000.0,,-1044269.0,146831116.0,832525.0
March 2020,52100000.0,,-17000000.0,674900000.0,379000000.0
June 2020,45400000.0,,-4100000.0,664300000.0,343100000.0
September 2020,60200000.0,,300000.0,699800000.0,357200000.0
December 2020,64900000.0,,-3200000.0,746200000.0,381600000.0
March 2021,66900000.0,,-5700000.0,745000000.0,381300000.0
June 2021,73700000.0,,-14700000.0,783100000.0,403400000.0
September 2021,75100000.0,,200000.0,787400000.0,395900000.0
December 2021,80700000.0,,-600000.0,982600000.0,448600000.0
March 2022,86800000.0,,-1200000.0,1030600000.0,504700000.0
June 2022,92800000.0,,6100000.0,1071100000.0,538700000.0
