,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
September 2006,85800.0,72735.17391304347,-126994.5,,
December 2006,85800.0,72735.17391304347,-126994.5,,
March 2007,85800.0,72735.17391304347,-48252.75,,
June 2007,85800.0,72735.17391304347,-48252.75,,
September 2007,85800.0,72735.17391304347,-48252.75,,
December 2007,85800.0,72735.17391304347,-48252.75,,
March 2008,85800.0,72735.17391304347,-83455.25,,
June 2008,85800.0,72735.17391304347,-83455.25,,
September 2008,85800.0,72735.17391304347,-83455.25,,
December 2008,85800.0,72735.17391304347,-83455.25,,
March 2009,85800.0,72735.17391304347,-123083.75,,
June 2009,85800.0,72735.17391304347,-123083.75,,
September 2009,85800.0,72735.17391304347,-123083.75,,
December 2009,85800.0,72735.17391304347,-123083.75,,
March 2010,29000.0,72735.17391304347,-29000.0,,
June 2010,29000.0,72735.17391304347,-29000.0,,
September 2010,22000.0,72735.17391304347,-22000.0,,
December 2010,85800.0,72735.17391304347,-13844.0,61027.0,0.0
March 2011,971000.0,72735.17391304347,-971000.0,,
June 2011,971000.0,72735.17391304347,-971000.0,,
September 2011,13000.0,72735.17391304347,-13000.0,40000.0,0.0
December 2011,2010448.0,72735.17391304347,-3699201.0,16762.0,16762.0
March 2012,287605.0,287605.0,-365628.0,26889.0,
June 2012,444640.0,444640.0,-553333.0,,
September 2012,930977.0,930977.0,-1093069.0,903875.0,
December 2012,2010448.0,72735.17391304347,-555636.0,25186.0,25186.0
March 2013,264565.0,264565.0,-477463.0,,25089.0
June 2013,417782.0,417782.0,-828594.0,38847.0,31312.0
September 2013,974844.0,974844.0,-1185094.0,44121.0,36586.0
December 2013,,,-862878.0,58084.0,50549.0
March 2014,842798.5,,-3181301.0,3378677.0,96052.0
June 2014,842798.5,,-1510381.0,3186687.0,193040.0
September 2014,842798.5,,-3274101.0,2961834.0,257165.0
December 2014,842798.5,,-2380832.0,2710954.0,295263.0
March 2015,650163.0,,-1279987.0,2435667.0,308953.0
June 2015,654801.0,,-378034.0,2251269.0,408534.0
September 2015,1889407.0,,-739133.0,2228278.0,674521.0
December 2015,3515790.0,,-2468693.0,577181.0,564646.0
March 2016,1541457.0,,-209553.0,1509841.0,1497306.0
June 2016,1695294.0,,-16199.0,2184006.0,2171471.0
September 2016,865536.0,,-1161.0,1620614.0,1608079.0
December 2016,261827.0,,425767.0,90971.0,78436.0
March 2017,262934.0,,418543.0,113383.0,100848.0
June 2017,353546.0,,-366359.0,120821.0,108286.0
September 2017,324440.0,,-413875.0,175015.0,162480.0
December 2017,263561.0,,-301268.0,254650.0,247115.0
March 2018,295735.0,,-329048.0,376765.0,350620.0
June 2018,166519.0,,-254244.0,429831.0,403686.0
September 2018,164700.0,,-3323024.0,494583.0,468438.0
