,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
December 2018,64538000.0,175500.0,,
March 2019,64538000.0,175500.0,,
June 2019,64538000.0,175500.0,,
September 2019,64538000.0,175500.0,,
December 2019,59721000.0,-26187000.0,651286000.0,242926000.0
March 2020,56048000.0,-29826000.0,725527000.0,329129000.0
June 2020,99165000.0,71934000.0,773903000.0,390402000.0
September 2020,99404000.0,42640000.0,746438000.0,372133000.0
December 2020,77489000.0,-30257000.0,747108000.0,355627000.0
March 2021,70374000.0,-6452000.0,857315000.0,448326000.0
June 2021,117264000.0,118802000.0,997794000.0,610066000.0
September 2021,120948000.0,44541000.0,1043791000.0,603270000.0
December 2021,79785000.0,-14451000.0,811265000.0,375499000.0
March 2022,89618000.0,-7440000.0,930195000.0,471876000.0
June 2022,131469000.0,122986000.0,1116991000.0,632329000.0
