,OperatingExpenses,Assets,AssetsCurrent
June 2010,1826.25,20.0,20.0
September 2010,250.0,,
December 2010,1826.25,,
March 2011,1826.25,,
June 2011,1826.25,,
September 2011,1500.0,770.0,770.0
