,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2020,1951000.0,1389000.0,-1916000.0,,,
June 2020,1608000.0,1325000.0,-1631000.0,,,
September 2020,2259000.0,1930000.0,-2258000.0,,,
December 2020,15107000.0,4125000.0,-14863000.0,24631000.0,21998000.0,2633000.0
March 2021,6879000.0,4273000.0,-18601000.0,,,
June 2021,8707000.0,5478000.0,-8719000.0,107627000.0,104803000.0,2824000.0
September 2021,9383000.0,5704000.0,-9615000.0,182251000.0,158632000.0,
December 2021,10703000.0,6591000.0,-10545000.0,173241000.0,148252000.0,
March 2022,13132000.0,8111000.0,-13204000.0,162419000.0,133283000.0,
June 2022,13701000.0,8740000.0,-14596000.0,150105000.0,133076000.0,
