,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2007,,202175000.0,119200000.0,,,
June 2007,,202175000.0,119200000.0,,,
September 2007,,202175000.0,119200000.0,,,
December 2007,,202175000.0,119200000.0,,,
March 2008,,240800000.0,117250000.0,,,
June 2008,,240800000.0,117250000.0,,,
September 2008,,227100000.0,111900000.0,,,
December 2008,,226400000.0,118100000.0,4669500000.0,1032800000.0,
March 2009,0.0,233800000.0,132800000.0,,,
June 2009,0.0,237300000.0,136400000.0,,,
September 2009,2500000.0,247300000.0,131400000.0,4830100000.0,977500000.0,
December 2009,,240500000.0,142700000.0,4837800000.0,935600000.0,
March 2010,3200000.0,246000000.0,132700000.0,4934200000.0,981000000.0,
June 2010,3200000.0,245400000.0,153700000.0,,,
September 2010,3000000.0,270500000.0,140000000.0,5047600000.0,948700000.0,
December 2010,,272400000.0,131800000.0,6187800000.0,1143800000.0,
March 2011,,282800000.0,127100000.0,6201600000.0,1147600000.0,
June 2011,,322700000.0,122900000.0,6168300000.0,1083600000.0,
September 2011,,283800000.0,134300000.0,6053200000.0,1072600000.0,
December 2011,,270300000.0,135400000.0,6136600000.0,1084800000.0,
March 2012,,271200000.0,148000000.0,6130600000.0,1081900000.0,
June 2012,,279500000.0,153300000.0,6098300000.0,1063300000.0,
September 2012,,285100000.0,148000000.0,6814300000.0,1455800000.0,
December 2012,,278800000.0,120200000.0,6795000000.0,1391800000.0,
March 2013,,283200000.0,147200000.0,6569400000.0,1190000000.0,
June 2013,,280900000.0,151900000.0,6591900000.0,1148000000.0,
September 2013,,279000000.0,148300000.0,6686700000.0,1212900000.0,
December 2013,,285700000.0,126400000.0,6965900000.0,1432100000.0,
March 2014,,284900000.0,511200000.0,6992400000.0,1420900000.0,
June 2014,,297900000.0,141300000.0,7144800000.0,1565900000.0,
September 2014,,305700000.0,137200000.0,7231800000.0,1687800000.0,
December 2014,,309700000.0,119600000.0,7301800000.0,1692700000.0,
March 2015,,442300000.0,3100000.0,14150600000.0,2328500000.0,
June 2015,,392400000.0,169800000.0,14465200000.0,2586000000.0,
September 2015,,382500000.0,154700000.0,14422300000.0,2707100000.0,
December 2015,,410900000.0,114200000.0,14221700000.0,2663000000.0,
March 2016,,411900000.0,164100000.0,14410400000.0,2744900000.0,
June 2016,,408000000.0,198200000.0,14199000000.0,2644100000.0,
September 2016,,400500000.0,179500000.0,14483000000.0,2654900000.0,
December 2016,,409800000.0,184400000.0,14247000000.0,2478700000.0,
March 2017,,419400000.0,192200000.0,14428000000.0,2486000000.0,
June 2017,,435300000.0,188600000.0,14902500000.0,2515700000.0,
September 2017,,465300000.0,171500000.0,16691800000.0,2900600000.0,
December 2017,,492400000.0,706800000.0,16568000000.0,2682600000.0,13939200000.0
March 2018,,397000000.0,173200000.0,16831700000.0,2896600000.0,
June 2018,,395200000.0,233800000.0,16504500000.0,3021200000.0,
September 2018,,381800000.0,318800000.0,16661400000.0,3274300000.0,
December 2018,,396900000.0,157900000.0,16185300000.0,2835400000.0,
March 2019,,393800000.0,185600000.0,16970800000.0,2885300000.0,
June 2019,,415300000.0,190400000.0,17744400000.0,2848600000.0,
September 2019,,401500000.0,-317200000.0,17847800000.0,2987800000.0,
December 2019,,413900000.0,227100000.0,18046400000.0,2981200000.0,
March 2020,,395500000.0,-317200000.0,17298400000.0,2891100000.0,
June 2020,,396300000.0,231600000.0,17849100000.0,3413200000.0,
September 2020,,419500000.0,769600000.0,18739600000.0,4085600000.0,
December 2020,,518000000.0,872100000.0,20071700000.0,5125400000.0,
March 2021,,429800000.0,769600000.0,20417100000.0,5638100000.0,
June 2021,,458700000.0,467400000.0,20417100000.0,5693500000.0,
September 2021,,519900000.0,587300000.0,20866500000.0,6020500000.0,
December 2021,,543700000.0,553000000.0,20385400000.0,5330500000.0,
March 2022,,464100000.0,491600000.0,20728400000.0,5229500000.0,
June 2022,,486000000.0,358600000.0,20403100000.0,5030800000.0,
