,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2013,,,,,,
June 2013,,,,,,
September 2013,,,-22295.0,,,
December 2013,,,-4806.0,,,
March 2014,,66636.0,-4799.0,,,
June 2014,,62930.5,10992.5,,,
September 2014,,62930.5,10992.5,1995347.0,,
December 2014,,,-80955.0,2311097.0,1116603.0,1194494.0
March 2015,1491.0,235597.0,-45945.0,3549254.0,,
June 2015,2598.0,263969.0,109698.0,4004300.0,,
September 2015,4094.0,302790.0,-147334.0,8056292.0,5520595.0,2535697.0
December 2015,3626.0,580068.0,-300191.0,9068366.0,5823970.0,3244396.0
March 2016,3789.0,416816.0,-235263.0,8625540.0,5262605.0,3203946.0
June 2016,3978.0,440951.0,-7390.0,8625540.0,5439371.0,3186169.0
September 2016,3746.0,379291.0,-127312.0,7905296.0,4755990.0,3149306.0
December 2016,3778.0,632436.0,147642.0,8429602.0,1596156.0,3106122.0
March 2017,3203.0,710748.0,-108488.0,9048097.0,5909660.0,3270304.0
June 2017,4608.0,683467.0,-340953.0,10678642.0,6391237.0,4567018.0
September 2017,7204.0,778599.0,-86707.0,12148483.0,7582473.0,4566010.0
December 2017,,,-1748411.0,11014307.0,1853878.0,
March 2018,,,-9099.0,10913268.0,1660444.0,
June 2018,,,-398468.0,12945650.0,3465430.0,
September 2018,,,-213200.0,18729293.0,3619325.0,
December 2018,,,-7929000.0,10063954.0,3176197.0,
March 2019,-1152544.0,,-551154.0,10176727.0,2610263.0,
June 2019,-1835740.0,,-36136.0,9285084.0,1921264.0,
September 2019,1001335.0,,-187852.0,8647683.0,1410079.0,
December 2019,6686069.0,,-569407.0,8884453.0,1798245.0,
March 2020,-1050048.0,,-243215.0,7751302.0,1051315.0,
June 2020,853285.0,,-566777.0,11526034.0,938534.0,
September 2020,870537.0,,-453911.0,11446815.0,1029913.0,
December 2020,3887199.0,,-2497920.0,14795886.0,1612113.0,
March 2021,1381254.0,,-6298520.0,20190387.0,6116945.0,
June 2021,1179855.0,,-770020.0,25340472.0,7250081.0,
September 2021,964350.0,,-6026427.0,22879458.0,6951056.0,
December 2021,1706319.0,,-1254389.0,22710681.0,6809981.0,
March 2022,904139.0,,-1033682.0,21434965.0,6269307.0,
June 2022,,,-945780.0,20373805.0,6138054.0,
