,OperatingExpenses,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2015,861299.75,,,-196874.0,1287228.0,1013583.0,
June 2015,861299.75,,,-646504.0,1462882.0,1204138.0,258744.0
September 2015,861299.75,,,-249892.0,1519057.0,1270798.0,248259.0
December 2015,861299.75,,,-247185.0,1391798.0,1158670.0,233128.0
March 2016,765714.0,,,90275.0,1525442.0,1306764.0,218677.0
June 2016,1951499.0,,,-922437.0,1568742.0,1365230.0,203512.0
September 2016,981738.0,,,181487.0,1798903.0,1608347.0,190556.0
December 2016,1137456.0,,,234928.0,2171288.0,1996013.0,175275.0
March 2017,1373285.0,,,53058.0,2020712.0,1751015.0,269697.0
June 2017,1169859.0,,,79043.0,1990362.0,1739833.0,250529.0
September 2017,1347742.0,,,-48562.0,2107580.0,1888182.0,219398.0
December 2017,1487371.0,,,247770.0,2217862.0,2037360.0,180502.0
March 2018,1684167.0,,,6209.0,2173344.0,2011793.0,161551.0
June 2018,2073128.0,,,31173.0,2299202.0,2155027.0,144175.0
September 2018,1582513.0,,,-151032.0,3690009.0,1605000.0,2085009.0
December 2018,492473.0,,,-486924.0,1709458.0,1690681.0,2063556.0
March 2019,2354703.0,,,-162572.0,3256551.0,2938488.0,318063.0
June 2019,3005790.0,,,-351417.0,3480225.0,3194415.0,285810.0
September 2019,3421337.0,,,-836976.0,,,
December 2019,4515690.0,,,-1463123.0,11117162.0,8855764.0,2261398.0
March 2020,4990043.0,4387.0,,-1836957.0,9524903.0,6789516.0,2735387.0
June 2020,3698248.0,41516.0,,-1125764.0,10090295.0,6109226.0,3981069.0
September 2020,5165304.0,11022.0,,-1208123.0,9651658.0,5282810.0,4368848.0
December 2020,5151369.0,-16735.0,,-185596.0,9826221.0,4482313.0,5343908.0
March 2021,5618533.0,118212.0,5409730.0,-1183376.0,39018009.0,31540008.0,7478001.0
June 2021,6766932.0,103981.0,6562144.0,-1205973.0,38784660.0,28919081.0,9865579.0
September 2021,7160349.0,35674.0,,-2047861.0,37927934.0,27229549.0,10698385.0
December 2021,9663041.0,300837.0,,-3556585.0,36396431.0,24608495.0,11787936.0
March 2022,9783014.0,204637.0,9375630.0,-3156505.0,33933720.0,22494001.0,11439719.0
June 2022,11907161.0,1067000.0,10428133.0,-3257896.0,46477707.0,19827313.0,26650394.0
