,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2008,39410500.0,23383000.0,32074250.0,,
June 2008,39410500.0,23383000.0,32074250.0,,
September 2008,39410500.0,23383000.0,32074250.0,,
December 2008,39410500.0,23383000.0,32074250.0,,
March 2009,38628000.0,21889000.0,-3917000.0,,
June 2009,36383000.0,22222000.0,7849000.0,,
September 2009,35823000.0,19743000.0,27819000.0,,
December 2009,38350000.0,21088000.0,15126000.0,1115477000.0,360573000.0
March 2010,42067000.0,22385000.0,26987000.0,,
June 2010,43646000.0,25196000.0,30106000.0,1218185000.0,406547000.0
September 2010,50180000.0,25567000.0,15155000.0,1261089000.0,389549000.0
December 2010,51574000.0,30969000.0,10914000.0,1526546000.0,506827000.0
March 2011,54499000.0,32209000.0,-7657000.0,1344644000.0,368099000.0
June 2011,56421000.0,29366000.0,16735000.0,1361133000.0,414436000.0
September 2011,59669000.0,29981000.0,47256000.0,1357991000.0,394179000.0
December 2011,56517000.0,27045000.0,15092000.0,1410436000.0,448249000.0
March 2012,59071000.0,28971000.0,-64782000.0,1390728000.0,476759000.0
June 2012,56699000.0,29290000.0,26480000.0,1228646000.0,327366000.0
September 2012,55604000.0,27786000.0,-274524000.0,931105000.0,322608000.0
December 2012,49553000.0,26432000.0,-23394000.0,900698000.0,339477000.0
March 2013,54624000.0,28342000.0,-8527000.0,898129000.0,261596000.0
June 2013,51681000.0,30277000.0,-4816000.0,900025000.0,304940000.0
September 2013,50733000.0,26383000.0,-2724000.0,880435000.0,276373000.0
December 2013,54009000.0,27768000.0,4724000.0,849951000.0,269439000.0
March 2014,50148000.0,29340000.0,-4241000.0,770649000.0,209597000.0
June 2014,49388000.0,28991000.0,-3480000.0,781530000.0,224248000.0
September 2014,48441000.0,29265000.0,5473000.0,833805000.0,243014000.0
December 2014,50942000.0,29411000.0,2330000.0,869085000.0,275752000.0
March 2015,48866000.0,30051000.0,4655000.0,824556000.0,229538000.0
June 2015,55833000.0,30488000.0,-8579000.0,824550000.0,225215000.0
September 2015,47277000.0,28050000.0,6718000.0,821504000.0,228970000.0
