,NetIncomeLoss,Assets
March 2010,13376000.0,
June 2010,10424000.0,
September 2010,,
December 2010,,1271024000.0
March 2011,6746000.0,
June 2011,6151000.0,1662506000.0
September 2011,,2098150000.0
December 2011,,1190549000.0
March 2012,,1326181000.0
June 2012,,1644027000.0
September 2012,,1521733000.0
December 2012,,1180061000.0
March 2013,,1269444000.0
June 2013,,1629489000.0
September 2013,,1531750000.0
December 2013,,1161542000.0
March 2014,,1702208000.0
June 2014,,1441509000.0
September 2014,,1474061000.0
December 2014,,1361942000.0
March 2015,,1840645000.0
June 2015,,1151932000.0
September 2015,,1136756000.0
