,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
September 2013,12.0,0.0,-12.0,,,
December 2013,4329.0,0.0,-3646.0,,,
March 2014,1867.0,0.0,13491.0,,,
June 2014,2798.0,0.0,2850.0,,,
September 2014,3167.0,0.0,10027.0,,,
December 2014,20221.0,5550.0,-21209.0,,,
March 2015,36996.0,23741.0,-24326.0,,,
June 2015,2471.0,0.0,1266.0,,,
September 2015,4208.0,,-3515.0,,,
December 2015,4698.0,,-2185.0,,,
March 2016,1616.0,,-279.0,,,
June 2016,483.0,,-469.0,,,
September 2016,2335.0,,-33492.0,,,
December 2016,3013.0,,-323.0,,,
March 2017,1036.0,,-104.0,,,
June 2017,713.0,,1989.0,,,
September 2017,80269.0,,-80019.0,,,
December 2017,2463.0,,485.0,,,
March 2018,2171.0,,91.0,,,
June 2018,6943.0,,-6943.0,,,
September 2018,0.0,,-1.0,,,
December 2018,0.0,,0.0,,,
March 2019,0.0,,0.0,,,
June 2019,94056.0,,-94056.0,,,
September 2019,32041.0,,-32041.0,,,
December 2019,5318.0,,-5433.0,,,
March 2020,6304.0,,-6458.0,,,
June 2020,10508.0,,-10777.0,,,
September 2020,13871.0,,-13812.0,,,
December 2020,11285.0,,-11285.0,,,
March 2021,12259.0,,-12259.0,,,
June 2021,2800.0,,-2800.0,,,
September 2021,4485.0,,-4485.0,,,
December 2021,9725.0,,-9725.0,,,
March 2022,6150.0,,-6150.0,,,
