,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2016,0.0,39000.0,0.0,,
June 2016,0.0,39000.0,0.0,,
September 2016,5480.0,39000.0,-6508.0,,
December 2016,159890.0,39000.0,-162732.0,155242.0,155242.0
March 2017,1081.0,776.0,-3781.0,167443.0,167443.0
June 2017,19369.0,938.0,-22099.0,145076.0,145076.0
September 2017,48219.0,8406.0,-97958.0,116468.0,116468.0
December 2017,1334476.0,1169657.0,-1299602.0,73579.0,73579.0
March 2018,488628.0,69384.0,-493470.0,506201.0,506201.0
June 2018,683257.0,92075.0,-688643.0,367062.0,367062.0
September 2018,534314.0,104798.0,-543341.0,253613.0,253613.0
December 2018,2198746.0,653449.0,-2205574.0,195847.0,195847.0
March 2019,263514.0,165154.0,-261461.0,70367.0,70367.0
June 2019,199157.0,138374.0,-217583.0,91591.0,91591.0
September 2019,459743.0,136080.0,-454158.0,80212.0,80212.0
December 2019,594018.0,211868.0,-613570.0,123290.0,123290.0
March 2020,218938.0,171568.0,-240132.0,49811.0,49811.0
June 2020,13589.0,2891.0,-16731.0,16178.0,16178.0
September 2020,63428.0,33441.0,-153933.0,94201.0,94201.0
December 2020,257786.0,50720.0,-252167.0,57632.0,57632.0
March 2021,38363.0,11836.0,-235309.0,35443.0,35443.0
June 2021,42798.0,11350.0,34574.0,88383.0,88383.0
September 2021,30307.0,9076.0,-79880.0,59174.0,59174.0
December 2021,690484.0,226035.0,-787369.0,35065.0,35065.0
March 2022,63556.0,8932.0,-264128.0,7817.0,7817.0
June 2022,31064.0,8414.0,71672.0,8354.0,8354.0
